customer_id^|^is_mobile_customer^|^is_cable_customer^|^is_dsl_customer^|^is_prospect^|^is_building^|^cust_sub_type_cd^|^mobile_ban^|^dsl_customer_number^|^cab_accnt_nr^|^cust_status_dt^|^cust_status_cd^|^cust_stat_rsn_cd^|^cust_lob^|^cab_pers_id_cab_me^|^cable_customer_number^|^cab_building_id^|^convergent_person_id^|^household_id^|^building_id^|^legacy_customer_id^|^cust_valid_from_dt^|^cust_valid_until_dt^|^legacy_kgs44_id^|^account_type^|^account_sub_type^|^market_code^|^birthday^|^first_offer^|^email_address^|^mobile_number^|^fullname^|^prefix_txt^|^cust_segment_cd
45189365^|^1^|^0^|^0^|^0^|^0^|^ORG^|^1130541524^|^13013693^|^9123735^|^20160525^|^T12^|^T1235^|^T1236^|^T1237^|^30541494^|^321^|^1214850^|^321^|^321^|^371^|^20180322^|^20201230^|^1461200001309003249109397810607214^|^B^|^rg^|^MMO^|^19980430^|^fo^|^adc^|^96^|^fn^|^MMC^|^PR
45189366^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541525^|^13013694^|^9123736^|^20160617^|^T12^|^T1235^|^T1236^|^T1237^|^30541495^|^322^|^1214851^|^322^|^322^|^372^|^20181007^|^20201230^|^1461200001309003249109397810607215^|^I^|^rg^|^MMC^|^20110111^|^fo^|^adc^|^96^|^fn^|^MMC^|^PR
45189367^|^1^|^1^|^1^|^1^|^1^|^ORG^|^1130541526^|^13013695^|^9123737^|^20160802^|^T12^|^T1235^|^T1236^|^T1237^|^30541496^|^323^|^1214852^|^323^|^323^|^373^|^20181020^|^20201230^|^1461200001309003249109397810607216^|^RG^|^rg^|^MMO^|^19941208^|^fo^|^abc^|^96^|^fn^|^MMO^|^PR
45189368^|^1^|^1^|^1^|^0^|^0^|^ORG^|^1130541527^|^13013696^|^9123738^|^20160825^|^T12^|^T1235^|^T1236^|^T1237^|^30541497^|^324^|^1214853^|^324^|^324^|^374^|^20180919^|^20201230^|^1461200001309003249109397810607217^|^I^|^rg^|^MMO^|^20010616^|^fo^|^abc^|^98^|^fn^|^MMC^|^PR
45189369^|^1^|^0^|^0^|^1^|^0^|^ORG^|^1130541528^|^13013697^|^9123739^|^20160628^|^T12^|^T1235^|^T1236^|^T1237^|^30541498^|^325^|^1214854^|^325^|^325^|^375^|^20180415^|^20201230^|^1461200001309003249109397810607218^|^I^|^rg^|^MMC^|^19840620^|^fo^|^adc^|^98^|^fn^|^MMC^|^PR
45189370^|^1^|^0^|^0^|^1^|^0^|^ORG^|^1130541529^|^13013698^|^9123740^|^20161112^|^T12^|^T1235^|^T1236^|^T1237^|^30541499^|^326^|^1214855^|^326^|^326^|^376^|^20180115^|^20201230^|^1461200001309003249109397810607219^|^B^|^rg^|^MMC^|^19871013^|^fo^|^abc^|^98^|^fn^|^MMO^|^PR
45189371^|^1^|^0^|^1^|^1^|^0^|^ORG^|^1130541530^|^13013699^|^9123741^|^20161108^|^T12^|^T1235^|^T1236^|^T1237^|^30541500^|^327^|^1214856^|^327^|^327^|^377^|^20180201^|^20201230^|^1461200001309003249109397810607220^|^I^|^rg^|^MMO^|^20080325^|^fo^|^abc^|^96^|^fn^|^MMO^|^PR
45189372^|^0^|^1^|^1^|^1^|^1^|^IND^|^1130541531^|^13013700^|^9123742^|^20160721^|^T12^|^T1235^|^T1236^|^T1237^|^30541501^|^328^|^1214857^|^328^|^328^|^378^|^20180529^|^20201230^|^1461200001309003249109397810607221^|^I^|^rg^|^MMO^|^20050817^|^fo^|^adc^|^96^|^fn^|^MMO^|^PR
45189373^|^1^|^1^|^0^|^0^|^0^|^IND^|^1130541532^|^13013701^|^9123743^|^20160503^|^T12^|^T1235^|^T1236^|^T1237^|^30541502^|^329^|^1214858^|^329^|^329^|^379^|^20180629^|^20201230^|^1461200001309003249109397810607222^|^RG^|^rg^|^MMO^|^20110922^|^fo^|^adc^|^96^|^fn^|^MMC^|^PR
45189374^|^0^|^1^|^0^|^0^|^1^|^IND^|^1130541533^|^13013702^|^9123744^|^20170320^|^T12^|^T1235^|^T1236^|^T1237^|^30541503^|^330^|^1214859^|^330^|^330^|^380^|^20180407^|^20201230^|^1461200001309003249109397810607223^|^RG^|^rg^|^MMO^|^19990703^|^fo^|^adc^|^96^|^fn^|^MMC^|^PR
45189375^|^0^|^0^|^0^|^1^|^0^|^ORG^|^1130541534^|^13013703^|^9123745^|^20170311^|^T12^|^T1235^|^T1236^|^T1237^|^30541504^|^331^|^1214860^|^331^|^331^|^381^|^20180227^|^20201230^|^1461200001309003249109397810607224^|^RG^|^rg^|^MMC^|^19871008^|^fo^|^abc^|^96^|^fn^|^MMO^|^PR
45189376^|^0^|^0^|^0^|^1^|^0^|^ORG^|^1130541535^|^13013704^|^9123746^|^20161119^|^T12^|^T1235^|^T1236^|^T1237^|^30541505^|^332^|^1214861^|^332^|^332^|^382^|^20181210^|^20201230^|^1461200001309003249109397810607225^|^B^|^rg^|^MMO^|^19920215^|^fo^|^abc^|^96^|^fn^|^MMC^|^PR
45189377^|^0^|^1^|^0^|^0^|^1^|^IND^|^1130541536^|^13013705^|^9123747^|^20170118^|^T12^|^T1235^|^T1236^|^T1237^|^30541506^|^333^|^1214862^|^333^|^333^|^383^|^20180103^|^20201230^|^1461200001309003249109397810607226^|^B^|^rg^|^MMO^|^19820316^|^fo^|^adc^|^98^|^fn^|^MMO^|^PR
45189378^|^1^|^1^|^0^|^1^|^0^|^IND^|^1130541537^|^13013706^|^9123748^|^20170616^|^T12^|^T1235^|^T1236^|^T1237^|^30541507^|^334^|^1214863^|^334^|^334^|^384^|^20180925^|^20201230^|^1461200001309003249109397810607227^|^I^|^rg^|^MMO^|^20000324^|^fo^|^adc^|^98^|^fn^|^MMC^|^PR
45189379^|^1^|^0^|^1^|^1^|^1^|^IND^|^1130541538^|^13013707^|^9123749^|^20160510^|^T12^|^T1235^|^T1236^|^T1237^|^30541508^|^335^|^1214864^|^335^|^335^|^385^|^20180818^|^20201230^|^1461200001309003249109397810607228^|^RG^|^rg^|^MMC^|^19990604^|^fo^|^adc^|^98^|^fn^|^MMO^|^PR
45189380^|^0^|^0^|^0^|^1^|^0^|^IND^|^1130541539^|^13013708^|^9123750^|^20170302^|^T12^|^T1235^|^T1236^|^T1237^|^30541509^|^336^|^1214865^|^336^|^336^|^386^|^20181009^|^20201230^|^1461200001309003249109397810607229^|^RG^|^rg^|^MMO^|^20111023^|^fo^|^abc^|^98^|^fn^|^MMO^|^PR
45189381^|^1^|^1^|^0^|^1^|^0^|^ORG^|^1130541540^|^13013709^|^9123751^|^20160507^|^T12^|^T1235^|^T1236^|^T1237^|^30541510^|^337^|^1214866^|^337^|^337^|^387^|^20180107^|^20201230^|^1461200001309003249109397810607230^|^B^|^rg^|^MMO^|^19890219^|^fo^|^adc^|^98^|^fn^|^MMC^|^PR
45189382^|^1^|^0^|^0^|^0^|^1^|^ORG^|^1130541541^|^13013710^|^9123752^|^20160930^|^T12^|^T1235^|^T1236^|^T1237^|^30541511^|^338^|^1214867^|^338^|^338^|^388^|^20181006^|^20201230^|^1461200001309003249109397810607231^|^I^|^rg^|^MMC^|^20000109^|^fo^|^abc^|^98^|^fn^|^MMC^|^PR
45189383^|^1^|^0^|^1^|^1^|^0^|^IND^|^1130541542^|^13013711^|^9123753^|^20170303^|^T12^|^T1235^|^T1236^|^T1237^|^30541512^|^339^|^1214868^|^339^|^339^|^389^|^20180518^|^20201230^|^1461200001309003249109397810607232^|^B^|^rg^|^MMO^|^20010514^|^fo^|^adc^|^96^|^fn^|^MMO^|^PR
45189384^|^0^|^1^|^0^|^1^|^1^|^IND^|^1130541543^|^13013712^|^9123754^|^20170726^|^T12^|^T1235^|^T1236^|^T1237^|^30541513^|^340^|^1214869^|^340^|^340^|^390^|^20180523^|^20201230^|^1461200001309003249109397810607233^|^I^|^rg^|^MMO^|^19981115^|^fo^|^adc^|^96^|^fn^|^MMO^|^PR
45189385^|^0^|^0^|^0^|^0^|^0^|^ORG^|^1130541544^|^13013713^|^9123755^|^20170414^|^T12^|^T1235^|^T1236^|^T1237^|^30541514^|^341^|^1214870^|^341^|^341^|^391^|^20180121^|^20201230^|^1461200001309003249109397810607234^|^B^|^rg^|^MMO^|^20010717^|^fo^|^abc^|^98^|^fn^|^MMC^|^PR
45189386^|^1^|^1^|^1^|^0^|^1^|^ORG^|^1130541545^|^13013714^|^9123756^|^20160622^|^T12^|^T1235^|^T1236^|^T1237^|^30541515^|^342^|^1214871^|^342^|^342^|^392^|^20180518^|^20201230^|^1461200001309003249109397810607235^|^B^|^rg^|^MMC^|^20090704^|^fo^|^abc^|^96^|^fn^|^MMO^|^PR
45189387^|^1^|^0^|^0^|^1^|^0^|^IND^|^1130541546^|^13013715^|^9123757^|^20160411^|^T12^|^T1235^|^T1236^|^T1237^|^30541516^|^343^|^1214872^|^343^|^343^|^393^|^20180125^|^20201230^|^1461200001309003249109397810607236^|^I^|^rg^|^MMC^|^20100825^|^fo^|^abc^|^98^|^fn^|^MMO^|^PR
45189388^|^0^|^0^|^1^|^0^|^0^|^ORG^|^1130541547^|^13013716^|^9123758^|^20170617^|^T12^|^T1235^|^T1236^|^T1237^|^30541517^|^344^|^1214873^|^344^|^344^|^394^|^20180519^|^20201230^|^1461200001309003249109397810607237^|^I^|^rg^|^MMC^|^19890510^|^fo^|^adc^|^96^|^fn^|^MMC^|^PR
45189389^|^1^|^1^|^0^|^1^|^1^|^IND^|^1130541548^|^13013717^|^9123759^|^20170524^|^T12^|^T1235^|^T1236^|^T1237^|^30541518^|^345^|^1214874^|^345^|^345^|^395^|^20180614^|^20201230^|^1461200001309003249109397810607238^|^I^|^rg^|^MMO^|^19841013^|^fo^|^abc^|^96^|^fn^|^MMO^|^PR
45189390^|^0^|^1^|^1^|^0^|^1^|^ORG^|^1130541549^|^13013718^|^9123760^|^20170617^|^T12^|^T1235^|^T1236^|^T1237^|^30541519^|^346^|^1214875^|^346^|^346^|^396^|^20181021^|^20201230^|^1461200001309003249109397810607239^|^RG^|^rg^|^MMO^|^20110716^|^fo^|^abc^|^96^|^fn^|^MMO^|^PR
45189391^|^0^|^0^|^0^|^0^|^0^|^IND^|^1130541550^|^13013719^|^9123761^|^20170217^|^T12^|^T1235^|^T1236^|^T1237^|^30541520^|^347^|^1214876^|^347^|^347^|^397^|^20180609^|^20201230^|^1461200001309003249109397810607240^|^B^|^rg^|^MMC^|^19970305^|^fo^|^adc^|^96^|^fn^|^MMC^|^PR
45189392^|^0^|^0^|^1^|^0^|^0^|^ORG^|^1130541551^|^13013720^|^9123762^|^20161120^|^T12^|^T1235^|^T1236^|^T1237^|^30541521^|^348^|^1214877^|^348^|^348^|^398^|^20180128^|^20201230^|^1461200001309003249109397810607241^|^RG^|^rg^|^MMC^|^19960731^|^fo^|^abc^|^96^|^fn^|^MMC^|^PR
45189393^|^0^|^0^|^0^|^1^|^0^|^IND^|^1130541552^|^13013721^|^9123763^|^20170622^|^T12^|^T1235^|^T1236^|^T1237^|^30541522^|^349^|^1214878^|^349^|^349^|^399^|^20180802^|^20201230^|^1461200001309003249109397810607242^|^I^|^rg^|^MMO^|^19830819^|^fo^|^abc^|^96^|^fn^|^MMO^|^PR
45189394^|^0^|^0^|^1^|^0^|^0^|^ORG^|^1130541553^|^13013722^|^9123764^|^20160725^|^T12^|^T1235^|^T1236^|^T1237^|^30541523^|^350^|^1214879^|^350^|^350^|^400^|^20180428^|^20201230^|^1461200001309003249109397810607243^|^B^|^rg^|^MMO^|^19900619^|^fo^|^abc^|^98^|^fn^|^MMO^|^PR
45189395^|^0^|^1^|^0^|^0^|^1^|^ORG^|^1130541554^|^13013723^|^9123765^|^20160623^|^T12^|^T1235^|^T1236^|^T1237^|^30541524^|^351^|^1214880^|^351^|^351^|^401^|^20181017^|^20201230^|^1461200001309003249109397810607244^|^B^|^rg^|^MMO^|^20060810^|^fo^|^adc^|^98^|^fn^|^MMO^|^PR
45189396^|^0^|^1^|^0^|^0^|^1^|^IND^|^1130541555^|^13013724^|^9123766^|^20170527^|^T12^|^T1235^|^T1236^|^T1237^|^30541525^|^352^|^1214881^|^352^|^352^|^402^|^20180325^|^20201230^|^1461200001309003249109397810607245^|^B^|^rg^|^MMC^|^19850607^|^fo^|^abc^|^98^|^fn^|^MMO^|^PR
45189397^|^1^|^0^|^0^|^0^|^1^|^IND^|^1130541556^|^13013725^|^9123767^|^20160716^|^T12^|^T1235^|^T1236^|^T1237^|^30541526^|^353^|^1214882^|^353^|^353^|^403^|^20180316^|^20201230^|^1461200001309003249109397810607246^|^RG^|^rg^|^MMO^|^20050401^|^fo^|^adc^|^96^|^fn^|^MMO^|^PR
45189398^|^0^|^1^|^1^|^0^|^1^|^IND^|^1130541557^|^13013726^|^9123768^|^20170514^|^T12^|^T1235^|^T1236^|^T1237^|^30541527^|^354^|^1214883^|^354^|^354^|^404^|^20180621^|^20201230^|^1461200001309003249109397810607247^|^B^|^rg^|^MMO^|^19811110^|^fo^|^abc^|^98^|^fn^|^MMC^|^PR
45189399^|^0^|^0^|^1^|^1^|^0^|^ORG^|^1130541558^|^13013727^|^9123769^|^20161106^|^T12^|^T1235^|^T1236^|^T1237^|^30541528^|^355^|^1214884^|^355^|^355^|^405^|^20180706^|^20201230^|^1461200001309003249109397810607248^|^B^|^rg^|^MMO^|^20071126^|^fo^|^abc^|^98^|^fn^|^MMC^|^PR
45189400^|^0^|^1^|^1^|^0^|^0^|^ORG^|^1130541559^|^13013728^|^9123770^|^20160331^|^T12^|^T1235^|^T1236^|^T1237^|^30541529^|^356^|^1214885^|^356^|^356^|^406^|^20180615^|^20201230^|^1461200001309003249109397810607249^|^RG^|^rg^|^MMO^|^20000903^|^fo^|^adc^|^98^|^fn^|^MMC^|^PR
45189401^|^1^|^1^|^1^|^1^|^1^|^IND^|^1130541560^|^13013729^|^9123771^|^20170305^|^T12^|^T1235^|^T1236^|^T1237^|^30541530^|^357^|^1214886^|^357^|^357^|^407^|^20180407^|^20201230^|^1461200001309003249109397810607250^|^I^|^rg^|^MMO^|^19871129^|^fo^|^abc^|^96^|^fn^|^MMO^|^PR
45189402^|^0^|^1^|^0^|^0^|^1^|^IND^|^1130541561^|^13013730^|^9123772^|^20161008^|^T12^|^T1235^|^T1236^|^T1237^|^30541531^|^358^|^1214887^|^358^|^358^|^408^|^20181115^|^20201230^|^1461200001309003249109397810607251^|^B^|^rg^|^MMC^|^19950220^|^fo^|^adc^|^98^|^fn^|^MMC^|^PR
45189403^|^0^|^0^|^0^|^0^|^1^|^IND^|^1130541562^|^13013731^|^9123773^|^20160804^|^T12^|^T1235^|^T1236^|^T1237^|^30541532^|^359^|^1214888^|^359^|^359^|^409^|^20180615^|^20201230^|^1461200001309003249109397810607252^|^B^|^rg^|^MMO^|^19840403^|^fo^|^adc^|^96^|^fn^|^MMO^|^PR
45189404^|^1^|^1^|^1^|^1^|^1^|^ORG^|^1130541563^|^13013732^|^9123774^|^20170204^|^T12^|^T1235^|^T1236^|^T1237^|^30541533^|^360^|^1214889^|^360^|^360^|^410^|^20180131^|^20201230^|^1461200001309003249109397810607253^|^RG^|^rg^|^MMC^|^20060715^|^fo^|^adc^|^96^|^fn^|^MMO^|^PR
45189405^|^1^|^1^|^0^|^1^|^0^|^IND^|^1130541564^|^13013733^|^9123775^|^20170621^|^T12^|^T1235^|^T1236^|^T1237^|^30541534^|^361^|^1214890^|^361^|^361^|^411^|^20181004^|^20201230^|^1461200001309003249109397810607254^|^RG^|^rg^|^MMC^|^19900113^|^fo^|^abc^|^96^|^fn^|^MMC^|^PR
45189406^|^0^|^0^|^1^|^1^|^1^|^ORG^|^1130541565^|^13013734^|^9123776^|^20161027^|^T12^|^T1235^|^T1236^|^T1237^|^30541535^|^362^|^1214891^|^362^|^362^|^412^|^20181129^|^20201230^|^1461200001309003249109397810607255^|^RG^|^rg^|^MMO^|^19951202^|^fo^|^abc^|^96^|^fn^|^MMO^|^PR
45189407^|^1^|^1^|^1^|^1^|^1^|^ORG^|^1130541566^|^13013735^|^9123777^|^20170714^|^T12^|^T1235^|^T1236^|^T1237^|^30541536^|^363^|^1214892^|^363^|^363^|^413^|^20180830^|^20201230^|^1461200001309003249109397810607256^|^RG^|^rg^|^MMO^|^20100526^|^fo^|^abc^|^98^|^fn^|^MMO^|^PR
45189408^|^1^|^0^|^1^|^0^|^0^|^IND^|^1130541567^|^13013736^|^9123778^|^20160820^|^T12^|^T1235^|^T1236^|^T1237^|^30541537^|^364^|^1214893^|^364^|^364^|^414^|^20180405^|^20201230^|^1461200001309003249109397810607257^|^I^|^rg^|^MMC^|^19951119^|^fo^|^adc^|^98^|^fn^|^MMC^|^PR
45189409^|^0^|^0^|^1^|^0^|^0^|^ORG^|^1130541568^|^13013737^|^9123779^|^20161224^|^T12^|^T1235^|^T1236^|^T1237^|^30541538^|^365^|^1214894^|^365^|^365^|^415^|^20180926^|^20201230^|^1461200001309003249109397810607258^|^RG^|^rg^|^MMO^|^19991105^|^fo^|^adc^|^96^|^fn^|^MMO^|^PR
45189410^|^1^|^0^|^0^|^0^|^1^|^IND^|^1130541569^|^13013738^|^9123780^|^20161225^|^T12^|^T1235^|^T1236^|^T1237^|^30541539^|^366^|^1214895^|^366^|^366^|^416^|^20180212^|^20201230^|^1461200001309003249109397810607259^|^I^|^rg^|^MMC^|^19970225^|^fo^|^abc^|^98^|^fn^|^MMC^|^PR
45189411^|^0^|^0^|^0^|^0^|^1^|^ORG^|^1130541570^|^13013739^|^9123781^|^20170123^|^T12^|^T1235^|^T1236^|^T1237^|^30541540^|^367^|^1214896^|^367^|^367^|^417^|^20181209^|^20201230^|^1461200001309003249109397810607260^|^RG^|^rg^|^MMC^|^20030607^|^fo^|^abc^|^98^|^fn^|^MMC^|^PR
45189412^|^0^|^1^|^1^|^1^|^0^|^IND^|^1130541571^|^13013740^|^9123782^|^20161218^|^T12^|^T1235^|^T1236^|^T1237^|^30541541^|^368^|^1214897^|^368^|^368^|^418^|^20180426^|^20201230^|^1461200001309003249109397810607261^|^RG^|^rg^|^MMO^|^19960217^|^fo^|^adc^|^98^|^fn^|^MMO^|^PR
45189413^|^0^|^0^|^0^|^0^|^1^|^ORG^|^1130541572^|^13013741^|^9123783^|^20170111^|^T12^|^T1235^|^T1236^|^T1237^|^30541542^|^369^|^1214898^|^369^|^369^|^419^|^20180303^|^20201230^|^1461200001309003249109397810607262^|^I^|^rg^|^MMC^|^20061207^|^fo^|^adc^|^96^|^fn^|^MMO^|^PR
45189414^|^1^|^0^|^0^|^1^|^0^|^ORG^|^1130541573^|^13013742^|^9123784^|^20170211^|^T12^|^T1235^|^T1236^|^T1237^|^30541543^|^370^|^1214899^|^370^|^370^|^420^|^20181001^|^20201230^|^1461200001309003249109397810607263^|^RG^|^rg^|^MMC^|^19850607^|^fo^|^adc^|^96^|^fn^|^MMC^|^PR
45189415^|^1^|^0^|^0^|^0^|^0^|^IND^|^1130541574^|^13013743^|^9123785^|^20170114^|^T12^|^T1235^|^T1236^|^T1237^|^30541544^|^371^|^1214900^|^371^|^371^|^421^|^20181201^|^20201230^|^1461200001309003249109397810607264^|^I^|^rg^|^MMC^|^19931219^|^fo^|^abc^|^96^|^fn^|^MMO^|^PR
45189416^|^1^|^1^|^0^|^0^|^1^|^ORG^|^1130541575^|^13013744^|^9123786^|^20170121^|^T12^|^T1235^|^T1236^|^T1237^|^30541545^|^372^|^1214901^|^372^|^372^|^422^|^20180905^|^20201230^|^1461200001309003249109397810607265^|^I^|^rg^|^MMC^|^20100919^|^fo^|^adc^|^96^|^fn^|^MMO^|^PR
45189417^|^0^|^0^|^1^|^1^|^0^|^IND^|^1130541576^|^13013745^|^9123787^|^20170214^|^T12^|^T1235^|^T1236^|^T1237^|^30541546^|^373^|^1214902^|^373^|^373^|^423^|^20180208^|^20201230^|^1461200001309003249109397810607266^|^I^|^rg^|^MMC^|^20090907^|^fo^|^adc^|^98^|^fn^|^MMO^|^PR
45189418^|^1^|^1^|^0^|^1^|^1^|^IND^|^1130541577^|^13013746^|^9123788^|^20170310^|^T12^|^T1235^|^T1236^|^T1237^|^30541547^|^374^|^1214903^|^374^|^374^|^424^|^20180305^|^20201230^|^1461200001309003249109397810607267^|^B^|^rg^|^MMO^|^19910104^|^fo^|^abc^|^96^|^fn^|^MMO^|^PR
45189419^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541578^|^13013747^|^9123789^|^20160530^|^T12^|^T1235^|^T1236^|^T1237^|^30541548^|^375^|^1214904^|^375^|^375^|^425^|^20181004^|^20201230^|^1461200001309003249109397810607268^|^RG^|^rg^|^MMC^|^20081013^|^fo^|^adc^|^96^|^fn^|^MMC^|^PR
45189420^|^0^|^0^|^0^|^0^|^1^|^ORG^|^1130541579^|^13013748^|^9123790^|^20170709^|^T12^|^T1235^|^T1236^|^T1237^|^30541549^|^376^|^1214905^|^376^|^376^|^426^|^20180707^|^20201230^|^1461200001309003249109397810607269^|^RG^|^rg^|^MMC^|^19830517^|^fo^|^adc^|^98^|^fn^|^MMC^|^PR
45189421^|^1^|^0^|^1^|^0^|^0^|^ORG^|^1130541580^|^13013749^|^9123791^|^20160911^|^T12^|^T1235^|^T1236^|^T1237^|^30541550^|^377^|^1214906^|^377^|^377^|^427^|^20181218^|^20201230^|^1461200001309003249109397810607270^|^B^|^rg^|^MMO^|^19920126^|^fo^|^abc^|^96^|^fn^|^MMC^|^PR
45189422^|^1^|^1^|^1^|^1^|^0^|^ORG^|^1130541581^|^13013750^|^9123792^|^20170729^|^T12^|^T1235^|^T1236^|^T1237^|^30541551^|^378^|^1214907^|^378^|^378^|^428^|^20180519^|^20201230^|^1461200001309003249109397810607271^|^I^|^rg^|^MMO^|^19950318^|^fo^|^abc^|^98^|^fn^|^MMC^|^PR
45189423^|^1^|^1^|^0^|^1^|^1^|^ORG^|^1130541582^|^13013751^|^9123793^|^20160726^|^T12^|^T1235^|^T1236^|^T1237^|^30541552^|^379^|^1214908^|^379^|^379^|^429^|^20180112^|^20201230^|^1461200001309003249109397810607272^|^B^|^rg^|^MMC^|^20040905^|^fo^|^abc^|^96^|^fn^|^MMO^|^PR
45189424^|^1^|^0^|^0^|^1^|^0^|^IND^|^1130541583^|^13013752^|^9123794^|^20170313^|^T12^|^T1235^|^T1236^|^T1237^|^30541553^|^380^|^1214909^|^380^|^380^|^430^|^20180730^|^20201230^|^1461200001309003249109397810607273^|^B^|^rg^|^MMC^|^19950908^|^fo^|^adc^|^96^|^fn^|^MMO^|^PR
45189425^|^1^|^0^|^0^|^1^|^0^|^IND^|^1130541584^|^13013753^|^9123795^|^20160401^|^T12^|^T1235^|^T1236^|^T1237^|^30541554^|^381^|^1214910^|^381^|^381^|^431^|^20180618^|^20201230^|^1461200001309003249109397810607274^|^I^|^rg^|^MMC^|^20050430^|^fo^|^abc^|^98^|^fn^|^MMC^|^PR
45189426^|^1^|^0^|^0^|^1^|^0^|^ORG^|^1130541585^|^13013754^|^9123796^|^20160730^|^T12^|^T1235^|^T1236^|^T1237^|^30541555^|^382^|^1214911^|^382^|^382^|^432^|^20181019^|^20201230^|^1461200001309003249109397810607275^|^I^|^rg^|^MMC^|^20110316^|^fo^|^abc^|^96^|^fn^|^MMO^|^PR
45189427^|^1^|^0^|^1^|^0^|^1^|^ORG^|^1130541586^|^13013755^|^9123797^|^20160731^|^T12^|^T1235^|^T1236^|^T1237^|^30541556^|^383^|^1214912^|^383^|^383^|^433^|^20180923^|^20201230^|^1461200001309003249109397810607276^|^B^|^rg^|^MMO^|^20001230^|^fo^|^abc^|^96^|^fn^|^MMC^|^PR
45189428^|^1^|^0^|^0^|^0^|^1^|^ORG^|^1130541587^|^13013756^|^9123798^|^20161213^|^T12^|^T1235^|^T1236^|^T1237^|^30541557^|^384^|^1214913^|^384^|^384^|^434^|^20180329^|^20201230^|^1461200001309003249109397810607277^|^I^|^rg^|^MMO^|^20090524^|^fo^|^abc^|^96^|^fn^|^MMO^|^PR
45189429^|^0^|^0^|^1^|^0^|^1^|^ORG^|^1130541588^|^13013757^|^9123799^|^20160408^|^T12^|^T1235^|^T1236^|^T1237^|^30541558^|^385^|^1214914^|^385^|^385^|^435^|^20181111^|^20201230^|^1461200001309003249109397810607278^|^I^|^rg^|^MMO^|^19981130^|^fo^|^abc^|^98^|^fn^|^MMO^|^PR
45189430^|^0^|^0^|^0^|^0^|^0^|^ORG^|^1130541589^|^13013758^|^9123800^|^20161123^|^T12^|^T1235^|^T1236^|^T1237^|^30541559^|^386^|^1214915^|^386^|^386^|^436^|^20180225^|^20201230^|^1461200001309003249109397810607279^|^B^|^rg^|^MMC^|^19830724^|^fo^|^adc^|^96^|^fn^|^MMC^|^PR
45189431^|^0^|^0^|^0^|^1^|^1^|^IND^|^1130541590^|^13013759^|^9123801^|^20170502^|^T12^|^T1235^|^T1236^|^T1237^|^30541560^|^387^|^1214916^|^387^|^387^|^437^|^20180108^|^20201230^|^1461200001309003249109397810607280^|^B^|^rg^|^MMO^|^19970217^|^fo^|^abc^|^98^|^fn^|^MMC^|^PR
45189432^|^0^|^0^|^1^|^1^|^0^|^IND^|^1130541591^|^13013760^|^9123802^|^20160807^|^T12^|^T1235^|^T1236^|^T1237^|^30541561^|^388^|^1214917^|^388^|^388^|^438^|^20180316^|^20201230^|^1461200001309003249109397810607281^|^RG^|^rg^|^MMO^|^20050529^|^fo^|^adc^|^98^|^fn^|^MMO^|^PR
45189433^|^0^|^1^|^0^|^1^|^0^|^ORG^|^1130541592^|^13013761^|^9123803^|^20170327^|^T12^|^T1235^|^T1236^|^T1237^|^30541562^|^389^|^1214918^|^389^|^389^|^439^|^20180629^|^20201230^|^1461200001309003249109397810607282^|^RG^|^rg^|^MMO^|^20070204^|^fo^|^adc^|^96^|^fn^|^MMO^|^PR
45189434^|^0^|^0^|^1^|^1^|^1^|^ORG^|^1130541593^|^13013762^|^9123804^|^20170303^|^T12^|^T1235^|^T1236^|^T1237^|^30541563^|^390^|^1214919^|^390^|^390^|^440^|^20181022^|^20201230^|^1461200001309003249109397810607283^|^RG^|^rg^|^MMO^|^19851229^|^fo^|^adc^|^98^|^fn^|^MMO^|^PR
45189435^|^0^|^0^|^1^|^1^|^0^|^ORG^|^1130541594^|^13013763^|^9123805^|^20160831^|^T12^|^T1235^|^T1236^|^T1237^|^30541564^|^391^|^1214920^|^391^|^391^|^441^|^20181020^|^20201230^|^1461200001309003249109397810607284^|^RG^|^rg^|^MMC^|^19960109^|^fo^|^abc^|^98^|^fn^|^MMC^|^PR
45189436^|^0^|^1^|^0^|^0^|^0^|^IND^|^1130541595^|^13013764^|^9123806^|^20161227^|^T12^|^T1235^|^T1236^|^T1237^|^30541565^|^392^|^1214921^|^392^|^392^|^442^|^20180320^|^20201230^|^1461200001309003249109397810607285^|^B^|^rg^|^MMO^|^20010728^|^fo^|^adc^|^96^|^fn^|^MMC^|^PR
45189437^|^0^|^1^|^0^|^1^|^1^|^ORG^|^1130541596^|^13013765^|^9123807^|^20170307^|^T12^|^T1235^|^T1236^|^T1237^|^30541566^|^393^|^1214922^|^393^|^393^|^443^|^20181017^|^20201230^|^1461200001309003249109397810607286^|^RG^|^rg^|^MMC^|^20060816^|^fo^|^abc^|^96^|^fn^|^MMC^|^PR
45189438^|^0^|^0^|^1^|^0^|^0^|^ORG^|^1130541597^|^13013766^|^9123808^|^20160421^|^T12^|^T1235^|^T1236^|^T1237^|^30541567^|^394^|^1214923^|^394^|^394^|^444^|^20180706^|^20201230^|^1461200001309003249109397810607287^|^B^|^rg^|^MMC^|^20010930^|^fo^|^adc^|^96^|^fn^|^MMC^|^PR
