pega_customer_id^|^pega_related_customer_id^|^cust_rel_cd^|^related_person_id^|^related_household_id^|^related_cust_type_cd^|^related_cust_num^|^subscr_market_cd^|^related_subscr_num^|^subscr_first_ind^|^subscr_valid_from_dt^|^subscr_valid_until_dt
46189285^|^45189285^|^samehousehold^|^241^|^239^|^mobcust^|^324234234^|^mmc^|^gsm1721234761^|^1^|^20170605^|^20170525
46189286^|^45189286^|^samehousehold^|^242^|^240^|^cabcust^|^324234234^|^mmc^|^gsm1721234762^|^1^|^20170110^|^20171207
46189287^|^45189287^|^relatedban^|^243^|^241^|^cabcust^|^324234234^|^mmc^|^gsm1721234763^|^0^|^20170306^|^20170806
46189288^|^45189288^|^relatedban^|^244^|^242^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234764^|^0^|^20171105^|^20170514
46189289^|^45189289^|^sameperson^|^245^|^243^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234765^|^1^|^20171108^|^20170409
46189290^|^45189290^|^sameperson^|^246^|^244^|^cabcust^|^324234234^|^mmc^|^gsm1721234766^|^0^|^20170407^|^20171213
46189291^|^45189291^|^relatedban^|^247^|^245^|^mobcust^|^324234234^|^mmc^|^gsm1721234767^|^0^|^20170814^|^20171017
46189292^|^45189292^|^relatedban^|^248^|^246^|^mobcust^|^324234234^|^mmc^|^gsm1721234768^|^1^|^20170129^|^20170830
46189293^|^45189293^|^relatedban^|^249^|^247^|^cabcust^|^324234234^|^mmc^|^gsm1721234769^|^1^|^20171013^|^20170630
46189294^|^45189294^|^relatedban^|^250^|^248^|^mobcust^|^324234234^|^mmc^|^gsm1721234770^|^1^|^20171226^|^20170929
46189295^|^45189295^|^relatedban^|^251^|^249^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234771^|^0^|^20171128^|^20170614
46189296^|^45189296^|^samehousehold^|^252^|^250^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234772^|^1^|^20170128^|^20170215
46189297^|^45189297^|^samehousehold^|^253^|^251^|^cabcust^|^324234234^|^mmc^|^gsm1721234773^|^0^|^20170902^|^20171015
46189298^|^45189298^|^relatedban^|^254^|^252^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234774^|^1^|^20170204^|^20170619
46189299^|^45189299^|^samehousehold^|^255^|^253^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234775^|^0^|^20170922^|^20171115
46189300^|^45189300^|^samehousehold^|^256^|^254^|^mobcust^|^324234234^|^mmc^|^gsm1721234776^|^1^|^20170125^|^20170217
46189301^|^45189301^|^relatedban^|^257^|^255^|^dlscust^|^324234234^|^mmc^|^gsm1721234777^|^1^|^20170731^|^20170223
46189302^|^45189302^|^sameperson^|^258^|^256^|^mobcust^|^324234234^|^mmc^|^gsm1721234778^|^1^|^20170130^|^20170728
46189303^|^45189303^|^relatedban^|^259^|^257^|^cabcust^|^324234234^|^mmc^|^gsm1721234779^|^0^|^20171005^|^20170414
46189304^|^45189304^|^sameperson^|^260^|^258^|^dlscust^|^324234234^|^mmc^|^gsm1721234780^|^1^|^20171004^|^20170406
46189305^|^45189305^|^relatedban^|^261^|^259^|^mobcust^|^324234234^|^mmc^|^gsm1721234781^|^0^|^20170803^|^20170412
46189306^|^45189306^|^relatedban^|^262^|^260^|^dlscust^|^324234234^|^mmc^|^gsm1721234782^|^0^|^20170110^|^20170724
46189307^|^45189307^|^relatedban^|^263^|^261^|^dlscust^|^324234234^|^mmc^|^gsm1721234783^|^0^|^20170803^|^20171023
46189308^|^45189308^|^relatedban^|^264^|^262^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234784^|^1^|^20170731^|^20171212
46189309^|^45189309^|^samehousehold^|^265^|^263^|^dlscust^|^324234234^|^mmc^|^gsm1721234785^|^0^|^20171127^|^20170828
46189310^|^45189310^|^relatedban^|^266^|^264^|^cabcust^|^324234234^|^mmc^|^gsm1721234786^|^0^|^20170716^|^20170331
46189311^|^45189311^|^relatedban^|^267^|^265^|^dlscust^|^324234234^|^mmc^|^gsm1721234787^|^0^|^20170716^|^20171206
46189312^|^45189312^|^sameperson^|^268^|^266^|^cabcust^|^324234234^|^mmc^|^gsm1721234788^|^0^|^20171123^|^20171220
46189313^|^45189313^|^sameperson^|^269^|^267^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234789^|^1^|^20170718^|^20170505
46189314^|^45189314^|^relatedban^|^270^|^268^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234790^|^1^|^20170426^|^20171007
46189315^|^45189315^|^relatedban^|^271^|^269^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234791^|^0^|^20170818^|^20170703
46189316^|^45189316^|^sameperson^|^272^|^270^|^dlscust^|^324234234^|^mmc^|^gsm1721234792^|^1^|^20170730^|^20170325
46189317^|^45189317^|^relatedban^|^273^|^271^|^mobcust^|^324234234^|^mmc^|^gsm1721234793^|^0^|^20171118^|^20170608
46189318^|^45189318^|^sameperson^|^274^|^272^|^cabcust^|^324234234^|^mmc^|^gsm1721234794^|^1^|^20170808^|^20170122
46189319^|^45189319^|^relatedban^|^275^|^273^|^dlscust^|^324234234^|^mmc^|^gsm1721234795^|^0^|^20170114^|^20170307
46189320^|^45189320^|^relatedban^|^276^|^274^|^cabcust^|^324234234^|^mmc^|^gsm1721234796^|^1^|^20171109^|^20170505
46189321^|^45189321^|^samehousehold^|^277^|^275^|^cabcust^|^324234234^|^mmc^|^gsm1721234797^|^1^|^20170220^|^20170923
46189322^|^45189322^|^relatedban^|^278^|^276^|^mobcust^|^324234234^|^mmc^|^gsm1721234798^|^0^|^20170506^|^20170806
46189323^|^45189323^|^sameperson^|^279^|^277^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234799^|^1^|^20171217^|^20171123
46189324^|^45189324^|^relatedban^|^280^|^278^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234800^|^0^|^20170212^|^20170405
46189325^|^45189325^|^samehousehold^|^281^|^279^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234801^|^1^|^20170628^|^20170622
46189326^|^45189326^|^sameperson^|^282^|^280^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234802^|^1^|^20170502^|^20170809
46189327^|^45189327^|^relatedban^|^283^|^281^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234803^|^0^|^20170904^|^20170706
46189328^|^45189328^|^samehousehold^|^284^|^282^|^dlscust^|^324234234^|^mmc^|^gsm1721234804^|^1^|^20170403^|^20171009
46189329^|^45189329^|^sameperson^|^285^|^283^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234805^|^0^|^20170823^|^20170718
46189330^|^45189330^|^sameperson^|^286^|^284^|^dlscust^|^324234234^|^mmc^|^gsm1721234806^|^1^|^20171208^|^20170802
46189331^|^45189331^|^relatedban^|^287^|^285^|^mobcust^|^324234234^|^mmc^|^gsm1721234807^|^1^|^20170407^|^20170626
46189332^|^45189332^|^relatedban^|^288^|^286^|^mobcust^|^324234234^|^mmc^|^gsm1721234808^|^0^|^20170208^|^20170203
46189333^|^45189333^|^sameperson^|^289^|^287^|^cabcust^|^324234234^|^mmc^|^gsm1721234809^|^0^|^20170616^|^20171120
46189334^|^45189334^|^samehousehold^|^290^|^288^|^mobcust^|^324234234^|^mmc^|^gsm1721234810^|^1^|^20170906^|^20170129
46189335^|^45189335^|^sameperson^|^291^|^289^|^dlscust^|^324234234^|^mmc^|^gsm1721234811^|^1^|^20170323^|^20170514
46189336^|^45189336^|^relatedban^|^292^|^290^|^dlscust^|^324234234^|^mmc^|^gsm1721234812^|^0^|^20170809^|^20170211
46189337^|^45189337^|^sameperson^|^293^|^291^|^cabcust^|^324234234^|^mmc^|^gsm1721234813^|^1^|^20170228^|^20170709
46189338^|^45189338^|^samehousehold^|^294^|^292^|^dlscust^|^324234234^|^mmc^|^gsm1721234814^|^0^|^20170904^|^20170410
46189339^|^45189339^|^relatedban^|^295^|^293^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234815^|^1^|^20170413^|^20170819
46189340^|^45189340^|^samehousehold^|^296^|^294^|^dlscust^|^324234234^|^mmc^|^gsm1721234816^|^0^|^20170820^|^20171026
46189341^|^45189341^|^relatedban^|^297^|^295^|^mobcust^|^324234234^|^mmc^|^gsm1721234817^|^0^|^20170323^|^20171229
46189342^|^45189342^|^relatedban^|^298^|^296^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234818^|^1^|^20170624^|^20170920
46189343^|^45189343^|^sameperson^|^299^|^297^|^dlscust^|^324234234^|^mmc^|^gsm1721234819^|^1^|^20171204^|^20170301
46189344^|^45189344^|^relatedban^|^300^|^298^|^dlscust^|^324234234^|^mmc^|^gsm1721234820^|^1^|^20170526^|^20170129
46189345^|^45189345^|^sameperson^|^301^|^299^|^dlscust^|^324234234^|^mmc^|^gsm1721234821^|^0^|^20171025^|^20170908
46189346^|^45189346^|^relatedban^|^302^|^300^|^mobcust^|^324234234^|^mmc^|^gsm1721234822^|^0^|^20170823^|^20171029
46189347^|^45189347^|^relatedban^|^303^|^301^|^mobcust^|^324234234^|^mmc^|^gsm1721234823^|^1^|^20171103^|^20170130
46189348^|^45189348^|^sameperson^|^304^|^302^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234824^|^0^|^20170228^|^20170922
46189349^|^45189349^|^sameperson^|^305^|^303^|^mobcust^|^324234234^|^mmc^|^gsm1721234825^|^0^|^20170103^|^20170507
46189350^|^45189350^|^sameperson^|^306^|^304^|^dlscust^|^324234234^|^mmc^|^gsm1721234826^|^0^|^20170219^|^20170901
46189351^|^45189351^|^samehousehold^|^307^|^305^|^dlscust^|^324234234^|^mmc^|^gsm1721234827^|^0^|^20170113^|^20170605
46189352^|^45189352^|^sameperson^|^308^|^306^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234828^|^0^|^20170122^|^20170413
46189353^|^45189353^|^sameperson^|^309^|^307^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234829^|^1^|^20170705^|^20170123
46189354^|^45189354^|^relatedban^|^310^|^308^|^mobcust^|^324234234^|^mmc^|^gsm1721234830^|^0^|^20170311^|^20170701
46189355^|^45189355^|^sameperson^|^311^|^309^|^dlscust^|^324234234^|^mmc^|^gsm1721234831^|^1^|^20171215^|^20170604
46189356^|^45189356^|^relatedban^|^312^|^310^|^dlscust^|^324234234^|^mmc^|^gsm1721234832^|^0^|^20170803^|^20170918
46189357^|^45189357^|^sameperson^|^313^|^311^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234833^|^0^|^20171210^|^20170525
46189358^|^45189358^|^relatedban^|^314^|^312^|^dlscust^|^324234234^|^mmc^|^gsm1721234834^|^1^|^20170503^|^20171114
46189359^|^45189359^|^sameperson^|^315^|^313^|^mobcust^|^324234234^|^mmc^|^gsm1721234835^|^0^|^20170823^|^20171213
46189360^|^45189360^|^relatedban^|^316^|^314^|^cabcust^|^324234234^|^mmc^|^gsm1721234836^|^0^|^20170419^|^20170911
46189361^|^45189361^|^relatedban^|^317^|^315^|^cabcust^|^324234234^|^mmc^|^gsm1721234837^|^1^|^20170525^|^20171117
46189362^|^45189362^|^sameperson^|^318^|^316^|^mobcust^|^324234234^|^mmc^|^gsm1721234838^|^1^|^20170124^|^20171030
46189363^|^45189363^|^samehousehold^|^319^|^317^|^mobcust^|^324234234^|^mmc^|^gsm1721234839^|^1^|^20170323^|^20170611
46189364^|^45189364^|^sameperson^|^320^|^318^|^mobcust^|^324234234^|^mmc^|^gsm1721234840^|^0^|^20171015^|^20171224
46189365^|^45189365^|^sameperson^|^321^|^319^|^cabcust^|^324234234^|^mmc^|^gsm1721234841^|^0^|^20170621^|^20170531
46189366^|^45189366^|^samehousehold^|^322^|^320^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234842^|^0^|^20170623^|^20170506
46189367^|^45189367^|^relatedban^|^323^|^321^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234843^|^0^|^20171103^|^20170313
46189368^|^45189368^|^sameperson^|^324^|^322^|^dlscust^|^324234234^|^mmc^|^gsm1721234844^|^0^|^20170102^|^20170911
46189369^|^45189369^|^relatedban^|^325^|^323^|^cabcust^|^324234234^|^mmc^|^gsm1721234845^|^1^|^20170313^|^20171225
46189370^|^45189370^|^sameperson^|^326^|^324^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234846^|^0^|^20171017^|^20170104
46189371^|^45189371^|^samehousehold^|^327^|^325^|^dlscust^|^324234234^|^mmc^|^gsm1721234847^|^1^|^20170113^|^20170317
46189372^|^45189372^|^sameperson^|^328^|^326^|^dlscust^|^324234234^|^mmc^|^gsm1721234848^|^1^|^20170829^|^20170329
46189373^|^45189373^|^relatedban^|^329^|^327^|^mobcust^|^324234234^|^mmc^|^gsm1721234849^|^1^|^20170218^|^20170425
46189374^|^45189374^|^relatedban^|^330^|^328^|^mobcust^|^324234234^|^mmc^|^gsm1721234850^|^1^|^20170109^|^20170810
46189375^|^45189375^|^samehousehold^|^331^|^329^|^dlscust^|^324234234^|^mmc^|^gsm1721234851^|^1^|^20170506^|^20170522
46189376^|^45189376^|^samehousehold^|^332^|^330^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234852^|^0^|^20170723^|^20171127
46189377^|^45189377^|^sameperson^|^333^|^331^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234853^|^1^|^20170224^|^20171020
46189378^|^45189378^|^samehousehold^|^334^|^332^|^mobcust^|^324234234^|^mmc^|^gsm1721234854^|^1^|^20170711^|^20171111
46189379^|^45189379^|^samehousehold^|^335^|^333^|^dlscust^|^324234234^|^mmc^|^gsm1721234855^|^1^|^20171214^|^20170726
46189380^|^45189380^|^relatedban^|^336^|^334^|^mobcust^|^324234234^|^mmc^|^gsm1721234856^|^1^|^20170111^|^20170406
46189381^|^45189381^|^samehousehold^|^337^|^335^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234857^|^0^|^20171106^|^20171031
46189382^|^45189382^|^samehousehold^|^338^|^336^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234858^|^0^|^20171004^|^20170623
46189383^|^45189383^|^samehousehold^|^339^|^337^|^cabcust^|^324234234^|^mmc^|^gsm1721234859^|^0^|^20170426^|^20170827
46189384^|^45189384^|^samehousehold^|^340^|^338^|^dlscust^|^324234234^|^mmc^|^gsm1721234860^|^0^|^20170905^|^20170511
46189385^|^45189385^|^samehousehold^|^341^|^339^|^dlscust^|^324234234^|^mmc^|^gsm1721234861^|^1^|^20170915^|^20170129
46189386^|^45189386^|^samehousehold^|^342^|^340^|^mobcust^|^324234234^|^mmc^|^gsm1721234862^|^0^|^20171203^|^20170821
46189387^|^45189387^|^relatedban^|^343^|^341^|^mobcust^|^324234234^|^mmc^|^gsm1721234863^|^0^|^20170610^|^20170317
46189388^|^45189388^|^relatedban^|^344^|^342^|^dlscust^|^324234234^|^mmc^|^gsm1721234864^|^0^|^20170919^|^20170330
46189389^|^45189389^|^sameperson^|^345^|^343^|^dlscust^|^324234234^|^mmc^|^gsm1721234865^|^1^|^20171020^|^20170320
46189390^|^45189390^|^relatedban^|^346^|^344^|^dlscust^|^324234234^|^mmc^|^gsm1721234866^|^1^|^20170306^|^20170930
46189391^|^45189391^|^sameperson^|^347^|^345^|^dlscust^|^324234234^|^mmc^|^gsm1721234867^|^1^|^20170804^|^20171117
46189392^|^45189392^|^sameperson^|^348^|^346^|^dlscust^|^324234234^|^mmc^|^gsm1721234868^|^1^|^20170430^|^20170329
46189393^|^45189393^|^sameperson^|^349^|^347^|^mobcust^|^324234234^|^mmc^|^gsm1721234869^|^0^|^20170528^|^20170829
46189394^|^45189394^|^samehousehold^|^350^|^348^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234870^|^1^|^20170320^|^20170506
46189395^|^45189395^|^samehousehold^|^351^|^349^|^mobcust^|^324234234^|^mmc^|^gsm1721234871^|^0^|^20170107^|^20170428
46189396^|^45189396^|^samehousehold^|^352^|^350^|^dlscust^|^324234234^|^mmc^|^gsm1721234872^|^1^|^20170103^|^20171109
46189397^|^45189397^|^sameperson^|^353^|^351^|^mobcust^|^324234234^|^mmc^|^gsm1721234873^|^1^|^20170308^|^20171111
46189398^|^45189398^|^samehousehold^|^354^|^352^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234874^|^0^|^20170511^|^20170212
46189399^|^45189399^|^relatedban^|^355^|^353^|^cabcust^|^324234234^|^mmc^|^gsm1721234875^|^0^|^20170619^|^20170223
46189400^|^45189400^|^relatedban^|^356^|^354^|^dlscust^|^324234234^|^mmc^|^gsm1721234876^|^0^|^20170708^|^20170403
46189401^|^45189401^|^relatedban^|^357^|^355^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234877^|^1^|^20170618^|^20170119
46189402^|^45189402^|^samehousehold^|^358^|^356^|^cabcust^|^324234234^|^mmc^|^gsm1721234878^|^1^|^20171102^|^20170322
46189403^|^45189403^|^relatedban^|^359^|^357^|^mobcust^|^324234234^|^mmc^|^gsm1721234879^|^1^|^20170221^|^20170114
46189404^|^45189404^|^samehousehold^|^360^|^358^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234880^|^1^|^20171224^|^20170926
46189405^|^45189405^|^samehousehold^|^361^|^359^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234881^|^0^|^20171222^|^20170526
46189406^|^45189406^|^sameperson^|^362^|^360^|^cabcust^|^324234234^|^mmc^|^gsm1721234882^|^1^|^20170105^|^20170802
46189407^|^45189407^|^relatedban^|^363^|^361^|^dlscust^|^324234234^|^mmc^|^gsm1721234883^|^1^|^20170708^|^20171006
46189408^|^45189408^|^samehousehold^|^364^|^362^|^mobcust^|^324234234^|^mmc^|^gsm1721234884^|^1^|^20170209^|^20170131
46189409^|^45189409^|^sameperson^|^365^|^363^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234885^|^1^|^20170718^|^20170219
46189410^|^45189410^|^sameperson^|^366^|^364^|^cabcust^|^324234234^|^mmc^|^gsm1721234886^|^1^|^20170531^|^20170728
46189411^|^45189411^|^relatedban^|^367^|^365^|^cabcust^|^324234234^|^mmc^|^gsm1721234887^|^1^|^20170422^|^20170216
46189412^|^45189412^|^sameperson^|^368^|^366^|^cabcust^|^324234234^|^mmc^|^gsm1721234888^|^0^|^20170314^|^20171006
46189413^|^45189413^|^sameperson^|^369^|^367^|^cabcust^|^324234234^|^mmc^|^gsm1721234889^|^1^|^20170817^|^20170905
46189414^|^45189414^|^relatedban^|^370^|^368^|^cabcust^|^324234234^|^mmc^|^gsm1721234890^|^0^|^20171015^|^20170117
46189415^|^45189415^|^sameperson^|^371^|^369^|^dlscust^|^324234234^|^mmc^|^gsm1721234891^|^1^|^20170923^|^20171019
46189416^|^45189416^|^samehousehold^|^372^|^370^|^dlscust^|^324234234^|^mmc^|^gsm1721234892^|^1^|^20170610^|^20170615
46189417^|^45189417^|^sameperson^|^373^|^371^|^cabcust^|^324234234^|^mmc^|^gsm1721234893^|^1^|^20170405^|^20171223
46189418^|^45189418^|^relatedban^|^374^|^372^|^cabcust^|^324234234^|^mmc^|^gsm1721234894^|^1^|^20170908^|^20170108
46189419^|^45189419^|^sameperson^|^375^|^373^|^dlscust^|^324234234^|^mmc^|^gsm1721234895^|^0^|^20170806^|^20170910
46189420^|^45189420^|^samehousehold^|^376^|^374^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234896^|^0^|^20170915^|^20170819
46189421^|^45189421^|^relatedban^|^377^|^375^|^cabcust^|^324234234^|^mmc^|^gsm1721234897^|^0^|^20171101^|^20170426
46189422^|^45189422^|^relatedban^|^378^|^376^|^cabcust^|^324234234^|^mmc^|^gsm1721234898^|^1^|^20170812^|^20171011
46189423^|^45189423^|^samehousehold^|^379^|^377^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234899^|^1^|^20170125^|^20170612
46189424^|^45189424^|^samehousehold^|^380^|^378^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234900^|^0^|^20170129^|^20170131
46189425^|^45189425^|^sameperson^|^381^|^379^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234901^|^1^|^20171221^|^20170419
46189426^|^45189426^|^sameperson^|^382^|^380^|^dlscust^|^324234234^|^mmc^|^gsm1721234902^|^1^|^20170909^|^20170427
46189427^|^45189427^|^samehousehold^|^383^|^381^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234903^|^1^|^20171230^|^20170603
46189428^|^45189428^|^samehousehold^|^384^|^382^|^cabcust^|^324234234^|^mmc^|^gsm1721234904^|^1^|^20170527^|^20171228
46189429^|^45189429^|^samehousehold^|^385^|^383^|^cabcust^|^324234234^|^mmc^|^gsm1721234905^|^1^|^20170829^|^20171006
46189430^|^45189430^|^sameperson^|^386^|^384^|^cabcust^|^324234234^|^mmc^|^gsm1721234906^|^0^|^20170413^|^20170616
46189431^|^45189431^|^samehousehold^|^387^|^385^|^mobcust^|^324234234^|^mmc^|^gsm1721234907^|^0^|^20170920^|^20170508
46189432^|^45189432^|^relatedban^|^388^|^386^|^cabcust^|^324234234^|^mmc^|^gsm1721234908^|^0^|^20170509^|^20170630
46189433^|^45189433^|^samehousehold^|^389^|^387^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234909^|^1^|^20171221^|^20170104
46189434^|^45189434^|^sameperson^|^390^|^388^|^dlscust^|^324234234^|^mmc^|^gsm1721234910^|^1^|^20170627^|^20170217
46189435^|^45189435^|^samehousehold^|^391^|^389^|^dlscust^|^324234234^|^mmc^|^gsm1721234911^|^0^|^20171125^|^20170409
46189436^|^45189436^|^samehousehold^|^392^|^390^|^mobcust^|^324234234^|^mmc^|^gsm1721234912^|^1^|^20170113^|^20171007
46189437^|^45189437^|^relatedban^|^393^|^391^|^cabcust^|^324234234^|^mmc^|^gsm1721234913^|^0^|^20171209^|^20170921
46189438^|^45189438^|^samehousehold^|^394^|^392^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234914^|^1^|^20170730^|^20171207
46189439^|^45189439^|^sameperson^|^395^|^393^|^dlscust^|^324234234^|^mmc^|^gsm1721234915^|^0^|^20170805^|^20170523
46189440^|^45189440^|^sameperson^|^396^|^394^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234916^|^0^|^20170815^|^20170731
46189441^|^45189441^|^sameperson^|^397^|^395^|^cabcust^|^324234234^|^mmc^|^gsm1721234917^|^1^|^20170817^|^20170908
46189442^|^45189442^|^sameperson^|^398^|^396^|^dlscust^|^324234234^|^mmc^|^gsm1721234918^|^0^|^20170802^|^20170920
46189443^|^45189443^|^relatedban^|^399^|^397^|^mobcust^|^324234234^|^mmc^|^gsm1721234919^|^1^|^20170105^|^20170719
46189444^|^45189444^|^relatedban^|^400^|^398^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234920^|^0^|^20170103^|^20170325
46189445^|^45189445^|^samehousehold^|^401^|^399^|^cabcust^|^324234234^|^mmc^|^gsm1721234921^|^1^|^20171230^|^20170226
46189446^|^45189446^|^sameperson^|^402^|^400^|^mobcust^|^324234234^|^mmc^|^gsm1721234922^|^1^|^20170227^|^20170614
46189447^|^45189447^|^relatedban^|^403^|^401^|^mobcust^|^324234234^|^mmc^|^gsm1721234923^|^1^|^20170411^|^20170701
46189448^|^45189448^|^samehousehold^|^404^|^402^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234924^|^1^|^20170303^|^20170415
46189449^|^45189449^|^relatedban^|^405^|^403^|^cabcust^|^324234234^|^mmc^|^gsm1721234925^|^1^|^20170307^|^20170801
46189450^|^45189450^|^sameperson^|^406^|^404^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234926^|^0^|^20170715^|^20170903
46189451^|^45189451^|^samehousehold^|^407^|^405^|^mobcust^|^324234234^|^mmc^|^gsm1721234927^|^0^|^20170216^|^20170817
46189452^|^45189452^|^relatedban^|^408^|^406^|^cabcust^|^324234234^|^mmc^|^gsm1721234928^|^0^|^20170914^|^20171227
46189453^|^45189453^|^relatedban^|^409^|^407^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234929^|^0^|^20170428^|^20170405
46189454^|^45189454^|^sameperson^|^410^|^408^|^cabcust^|^324234234^|^mmc^|^gsm1721234930^|^1^|^20171218^|^20170329
46189455^|^45189455^|^sameperson^|^411^|^409^|^mobcust^|^324234234^|^mmc^|^gsm1721234931^|^1^|^20170225^|^20171004
46189456^|^45189456^|^relatedban^|^412^|^410^|^cabcust^|^324234234^|^mmc^|^gsm1721234932^|^0^|^20170329^|^20170417
46189457^|^45189457^|^relatedban^|^413^|^411^|^mobcust^|^324234234^|^mmc^|^gsm1721234933^|^1^|^20170601^|^20170712
46189458^|^45189458^|^relatedban^|^414^|^412^|^cabcust^|^324234234^|^mmc^|^gsm1721234934^|^0^|^20170725^|^20170902
46189459^|^45189459^|^samehousehold^|^415^|^413^|^mobcust^|^324234234^|^mmc^|^gsm1721234935^|^0^|^20170609^|^20170424
46189460^|^45189460^|^samehousehold^|^416^|^414^|^cabcust^|^324234234^|^mmc^|^gsm1721234936^|^1^|^20171029^|^20170707
46189461^|^45189461^|^samehousehold^|^417^|^415^|^cabcust^|^324234234^|^mmc^|^gsm1721234937^|^1^|^20170616^|^20170619
46189462^|^45189462^|^sameperson^|^418^|^416^|^mobcust^|^324234234^|^mmc^|^gsm1721234938^|^0^|^20170228^|^20170325
46189463^|^45189463^|^relatedban^|^419^|^417^|^dlscust^|^324234234^|^mmc^|^gsm1721234939^|^1^|^20170527^|^20171222
46189464^|^45189464^|^sameperson^|^420^|^418^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234940^|^1^|^20171114^|^20170605
46189465^|^45189465^|^samehousehold^|^421^|^419^|^dlscust^|^324234234^|^mmc^|^gsm1721234941^|^1^|^20171229^|^20171001
46189466^|^45189466^|^samehousehold^|^422^|^420^|^dlscust^|^324234234^|^mmc^|^gsm1721234942^|^1^|^20171029^|^20170518
46189467^|^45189467^|^sameperson^|^423^|^421^|^mobcust^|^324234234^|^mmc^|^gsm1721234943^|^0^|^20170102^|^20170412
46189468^|^45189468^|^samehousehold^|^424^|^422^|^dlscust^|^324234234^|^mmc^|^gsm1721234944^|^1^|^20170614^|^20170322
46189469^|^45189469^|^samehousehold^|^425^|^423^|^mobcust^|^324234234^|^mmc^|^gsm1721234945^|^0^|^20171107^|^20170210
46189470^|^45189470^|^samehousehold^|^426^|^424^|^dlscust^|^324234234^|^mmc^|^gsm1721234946^|^0^|^20170214^|^20170427
46189471^|^45189471^|^samehousehold^|^427^|^425^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234947^|^1^|^20170707^|^20170603
46189472^|^45189472^|^sameperson^|^428^|^426^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234948^|^1^|^20171127^|^20170628
46189473^|^45189473^|^relatedban^|^429^|^427^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234949^|^1^|^20171025^|^20171004
46189474^|^45189474^|^samehousehold^|^430^|^428^|^dlscust^|^324234234^|^mmc^|^gsm1721234950^|^0^|^20170122^|^20170619
46189475^|^45189475^|^relatedban^|^431^|^429^|^cabcust^|^324234234^|^mmc^|^gsm1721234951^|^1^|^20170807^|^20170513
46189476^|^45189476^|^sameperson^|^432^|^430^|^mobcust^|^324234234^|^mmc^|^gsm1721234952^|^1^|^20171120^|^20170609
46189477^|^45189477^|^relatedban^|^433^|^431^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234953^|^0^|^20171214^|^20171230
46189478^|^45189478^|^relatedban^|^434^|^432^|^dlscust^|^324234234^|^mmc^|^gsm1721234954^|^1^|^20170601^|^20170227
46189479^|^45189479^|^samehousehold^|^435^|^433^|^dlscust^|^324234234^|^mmc^|^gsm1721234955^|^0^|^20171207^|^20171019
