pega_customer_id^|^pega_related_customer_id^|^cust_rel_cd^|^related_person_id^|^related_household_id^|^related_cust_type_cd^|^related_cust_num^|^subscr_market_cd^|^related_subscr_num^|^subscr_first_ind^|^subscr_valid_from_dt^|^subscr_valid_until_dt
45189285^|^45189285^|^samehousehold^|^241^|^239^|^mobcust^|^324234234^|^mmc^|^gsm1721234761^|^0^|^20171003^|^20170108
45189286^|^45189286^|^samehousehold^|^242^|^240^|^mobcust^|^324234234^|^mmc^|^gsm1721234762^|^1^|^20171106^|^20170809
45189287^|^45189287^|^samehousehold^|^243^|^241^|^cabcust^|^324234234^|^mmc^|^gsm1721234763^|^0^|^20170510^|^20170311
45189288^|^45189288^|^relatedban^|^244^|^242^|^cabcust^|^324234234^|^mmc^|^gsm1721234764^|^1^|^20170730^|^20170504
45189289^|^45189289^|^sameperson^|^245^|^243^|^cabcust^|^324234234^|^mmc^|^gsm1721234765^|^1^|^20170623^|^20170408
45189290^|^45189290^|^sameperson^|^246^|^244^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234766^|^0^|^20171227^|^20171129
45189291^|^45189291^|^samehousehold^|^247^|^245^|^cabcust^|^324234234^|^mmc^|^gsm1721234767^|^1^|^20171222^|^20170118
45189292^|^45189292^|^sameperson^|^248^|^246^|^mobcust^|^324234234^|^mmc^|^gsm1721234768^|^0^|^20170522^|^20170715
45189293^|^45189293^|^samehousehold^|^249^|^247^|^dlscust^|^324234234^|^mmc^|^gsm1721234769^|^1^|^20171123^|^20170701
45189294^|^45189294^|^samehousehold^|^250^|^248^|^cabcust^|^324234234^|^mmc^|^gsm1721234770^|^1^|^20171121^|^20170813
45189295^|^45189295^|^samehousehold^|^251^|^249^|^mobcust^|^324234234^|^mmc^|^gsm1721234771^|^1^|^20170526^|^20171125
45189296^|^45189296^|^sameperson^|^252^|^250^|^cabcust^|^324234234^|^mmc^|^gsm1721234772^|^0^|^20170827^|^20170816
45189297^|^45189297^|^samehousehold^|^253^|^251^|^mobcust^|^324234234^|^mmc^|^gsm1721234773^|^1^|^20170314^|^20171109
45189298^|^45189298^|^relatedban^|^254^|^252^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234774^|^0^|^20170623^|^20170615
45189299^|^45189299^|^sameperson^|^255^|^253^|^dlscust^|^324234234^|^mmc^|^gsm1721234775^|^0^|^20170506^|^20171129
45189300^|^45189300^|^samehousehold^|^256^|^254^|^mobcust^|^324234234^|^mmc^|^gsm1721234776^|^1^|^20170214^|^20170310
45189301^|^45189301^|^samehousehold^|^257^|^255^|^cabcust^|^324234234^|^mmc^|^gsm1721234777^|^0^|^20171106^|^20170221
45189302^|^45189302^|^sameperson^|^258^|^256^|^cabcust^|^324234234^|^mmc^|^gsm1721234778^|^0^|^20170117^|^20170225
45189303^|^45189303^|^samehousehold^|^259^|^257^|^dlscust^|^324234234^|^mmc^|^gsm1721234779^|^1^|^20170629^|^20171217
45189304^|^45189304^|^relatedban^|^260^|^258^|^cabcust^|^324234234^|^mmc^|^gsm1721234780^|^1^|^20170528^|^20170530
45189305^|^45189305^|^sameperson^|^261^|^259^|^dlscust^|^324234234^|^mmc^|^gsm1721234781^|^1^|^20171224^|^20171227
45189306^|^45189306^|^samehousehold^|^262^|^260^|^mobcust^|^324234234^|^mmc^|^gsm1721234782^|^1^|^20170211^|^20170625
45189307^|^45189307^|^sameperson^|^263^|^261^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234783^|^1^|^20170827^|^20170811
45189308^|^45189308^|^samehousehold^|^264^|^262^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234784^|^1^|^20170420^|^20171219
45189309^|^45189309^|^sameperson^|^265^|^263^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234785^|^1^|^20171115^|^20171229
45189310^|^45189310^|^samehousehold^|^266^|^264^|^dlscust^|^324234234^|^mmc^|^gsm1721234786^|^0^|^20170410^|^20171111
45189311^|^45189311^|^relatedban^|^267^|^265^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234787^|^1^|^20170618^|^20170629
45189312^|^45189312^|^samehousehold^|^268^|^266^|^mobcust^|^324234234^|^mmc^|^gsm1721234788^|^1^|^20171111^|^20170102
45189313^|^45189313^|^relatedban^|^269^|^267^|^mobcust^|^324234234^|^mmc^|^gsm1721234789^|^0^|^20171101^|^20170502
45189314^|^45189314^|^relatedban^|^270^|^268^|^mobcust^|^324234234^|^mmc^|^gsm1721234790^|^1^|^20170227^|^20170415
45189315^|^45189315^|^relatedban^|^271^|^269^|^mobcust^|^324234234^|^mmc^|^gsm1721234791^|^1^|^20171223^|^20171017
45189316^|^45189316^|^sameperson^|^272^|^270^|^dlscust^|^324234234^|^mmc^|^gsm1721234792^|^0^|^20170909^|^20170210
45189317^|^45189317^|^samehousehold^|^273^|^271^|^mobcust^|^324234234^|^mmc^|^gsm1721234793^|^0^|^20171020^|^20170613
45189318^|^45189318^|^samehousehold^|^274^|^272^|^cabcust^|^324234234^|^mmc^|^gsm1721234794^|^0^|^20170918^|^20170226
45189319^|^45189319^|^samehousehold^|^275^|^273^|^mobcust^|^324234234^|^mmc^|^gsm1721234795^|^1^|^20170604^|^20170821
45189320^|^45189320^|^relatedban^|^276^|^274^|^mobcust^|^324234234^|^mmc^|^gsm1721234796^|^0^|^20171003^|^20171010
45189321^|^45189321^|^sameperson^|^277^|^275^|^dlscust^|^324234234^|^mmc^|^gsm1721234797^|^1^|^20171207^|^20170628
45189322^|^45189322^|^sameperson^|^278^|^276^|^mobcust^|^324234234^|^mmc^|^gsm1721234798^|^0^|^20170203^|^20171229
45189323^|^45189323^|^relatedban^|^279^|^277^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234799^|^0^|^20170221^|^20170513
45189324^|^45189324^|^samehousehold^|^280^|^278^|^dlscust^|^324234234^|^mmc^|^gsm1721234800^|^0^|^20170103^|^20170614
45189325^|^45189325^|^samehousehold^|^281^|^279^|^dlscust^|^324234234^|^mmc^|^gsm1721234801^|^1^|^20170426^|^20171029
45189326^|^45189326^|^sameperson^|^282^|^280^|^mobcust^|^324234234^|^mmc^|^gsm1721234802^|^1^|^20170715^|^20170815
45189327^|^45189327^|^sameperson^|^283^|^281^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234803^|^1^|^20170107^|^20170527
45189328^|^45189328^|^relatedban^|^284^|^282^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234804^|^1^|^20171215^|^20170108
45189329^|^45189329^|^relatedban^|^285^|^283^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234805^|^0^|^20170312^|^20171005
45189330^|^45189330^|^relatedban^|^286^|^284^|^dlscust^|^324234234^|^mmc^|^gsm1721234806^|^1^|^20170626^|^20170628
45189331^|^45189331^|^samehousehold^|^287^|^285^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234807^|^1^|^20170709^|^20170405
45189332^|^45189332^|^samehousehold^|^288^|^286^|^mobcust^|^324234234^|^mmc^|^gsm1721234808^|^1^|^20171003^|^20170803
45189333^|^45189333^|^relatedban^|^289^|^287^|^mobcust^|^324234234^|^mmc^|^gsm1721234809^|^1^|^20170119^|^20170728
45189334^|^45189334^|^relatedban^|^290^|^288^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234810^|^1^|^20171016^|^20170205
45189335^|^45189335^|^samehousehold^|^291^|^289^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234811^|^0^|^20170810^|^20170404
45189336^|^45189336^|^relatedban^|^292^|^290^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234812^|^0^|^20170827^|^20171109
45189337^|^45189337^|^samehousehold^|^293^|^291^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234813^|^1^|^20170717^|^20170325
45189338^|^45189338^|^relatedban^|^294^|^292^|^dlscust^|^324234234^|^mmc^|^gsm1721234814^|^1^|^20170503^|^20170708
45189339^|^45189339^|^samehousehold^|^295^|^293^|^dlscust^|^324234234^|^mmc^|^gsm1721234815^|^1^|^20171025^|^20170420
45189340^|^45189340^|^relatedban^|^296^|^294^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234816^|^0^|^20170120^|^20170408
45189341^|^45189341^|^sameperson^|^297^|^295^|^mobcust^|^324234234^|^mmc^|^gsm1721234817^|^1^|^20170621^|^20171228
45189342^|^45189342^|^relatedban^|^298^|^296^|^dlscust^|^324234234^|^mmc^|^gsm1721234818^|^1^|^20170228^|^20170322
45189343^|^45189343^|^relatedban^|^299^|^297^|^cabcust^|^324234234^|^mmc^|^gsm1721234819^|^1^|^20170121^|^20170806
45189344^|^45189344^|^samehousehold^|^300^|^298^|^dlscust^|^324234234^|^mmc^|^gsm1721234820^|^0^|^20170424^|^20170223
45189345^|^45189345^|^samehousehold^|^301^|^299^|^mobcust^|^324234234^|^mmc^|^gsm1721234821^|^1^|^20170409^|^20171228
45189346^|^45189346^|^sameperson^|^302^|^300^|^mobcust^|^324234234^|^mmc^|^gsm1721234822^|^1^|^20171203^|^20170518
45189347^|^45189347^|^samehousehold^|^303^|^301^|^dlscust^|^324234234^|^mmc^|^gsm1721234823^|^1^|^20170812^|^20170202
45189348^|^45189348^|^sameperson^|^304^|^302^|^mobcust^|^324234234^|^mmc^|^gsm1721234824^|^0^|^20170524^|^20171113
45189349^|^45189349^|^relatedban^|^305^|^303^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234825^|^1^|^20171029^|^20170425
45189350^|^45189350^|^samehousehold^|^306^|^304^|^dlscust^|^324234234^|^mmc^|^gsm1721234826^|^0^|^20170804^|^20170612
45189351^|^45189351^|^sameperson^|^307^|^305^|^mobcust^|^324234234^|^mmc^|^gsm1721234827^|^0^|^20170128^|^20171208
45189352^|^45189352^|^relatedban^|^308^|^306^|^mobcust^|^324234234^|^mmc^|^gsm1721234828^|^0^|^20170414^|^20170520
45189353^|^45189353^|^sameperson^|^309^|^307^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234829^|^0^|^20170114^|^20170305
45189354^|^45189354^|^samehousehold^|^310^|^308^|^mobcust^|^324234234^|^mmc^|^gsm1721234830^|^0^|^20170224^|^20170314
45189355^|^45189355^|^sameperson^|^311^|^309^|^cabcust^|^324234234^|^mmc^|^gsm1721234831^|^1^|^20170920^|^20170219
45189356^|^45189356^|^samehousehold^|^312^|^310^|^cabcust^|^324234234^|^mmc^|^gsm1721234832^|^1^|^20170308^|^20171222
45189357^|^45189357^|^sameperson^|^313^|^311^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234833^|^0^|^20170529^|^20170830
45189358^|^45189358^|^sameperson^|^314^|^312^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234834^|^0^|^20170421^|^20171125
45189359^|^45189359^|^sameperson^|^315^|^313^|^cabcust^|^324234234^|^mmc^|^gsm1721234835^|^1^|^20170701^|^20170701
45189360^|^45189360^|^sameperson^|^316^|^314^|^mobcust^|^324234234^|^mmc^|^gsm1721234836^|^1^|^20171116^|^20170507
45189361^|^45189361^|^sameperson^|^317^|^315^|^dlscust^|^324234234^|^mmc^|^gsm1721234837^|^0^|^20170113^|^20170407
45189362^|^45189362^|^samehousehold^|^318^|^316^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234838^|^0^|^20171025^|^20170207
45189363^|^45189363^|^sameperson^|^319^|^317^|^dlscust^|^324234234^|^mmc^|^gsm1721234839^|^1^|^20171107^|^20170526
45189364^|^45189364^|^relatedban^|^320^|^318^|^cabcust^|^324234234^|^mmc^|^gsm1721234840^|^0^|^20170205^|^20170426
45189365^|^45189365^|^relatedban^|^321^|^319^|^dlscust^|^324234234^|^mmc^|^gsm1721234841^|^0^|^20170626^|^20170715
45189366^|^45189366^|^samehousehold^|^322^|^320^|^mobcust^|^324234234^|^mmc^|^gsm1721234842^|^0^|^20171125^|^20170730
45189367^|^45189367^|^relatedban^|^323^|^321^|^cabcust^|^324234234^|^mmc^|^gsm1721234843^|^0^|^20170427^|^20170926
45189368^|^45189368^|^samehousehold^|^324^|^322^|^mobcust^|^324234234^|^mmc^|^gsm1721234844^|^1^|^20170920^|^20171121
45189369^|^45189369^|^sameperson^|^325^|^323^|^cabcust^|^324234234^|^mmc^|^gsm1721234845^|^0^|^20170524^|^20171005
45189370^|^45189370^|^samehousehold^|^326^|^324^|^dlscust^|^324234234^|^mmc^|^gsm1721234846^|^1^|^20170301^|^20170110
45189371^|^45189371^|^sameperson^|^327^|^325^|^cabcust^|^324234234^|^mmc^|^gsm1721234847^|^0^|^20171116^|^20171208
45189372^|^45189372^|^samehousehold^|^328^|^326^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234848^|^1^|^20170411^|^20171130
45189373^|^45189373^|^sameperson^|^329^|^327^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234849^|^1^|^20170509^|^20170120
45189374^|^45189374^|^samehousehold^|^330^|^328^|^cabcust^|^324234234^|^mmc^|^gsm1721234850^|^0^|^20170103^|^20171104
45189375^|^45189375^|^samehousehold^|^331^|^329^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234851^|^1^|^20170107^|^20170828
45189376^|^45189376^|^sameperson^|^332^|^330^|^dlscust^|^324234234^|^mmc^|^gsm1721234852^|^1^|^20170803^|^20170813
45189377^|^45189377^|^samehousehold^|^333^|^331^|^mobcust^|^324234234^|^mmc^|^gsm1721234853^|^0^|^20171104^|^20171229
45189378^|^45189378^|^sameperson^|^334^|^332^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234854^|^0^|^20171210^|^20170806
45189379^|^45189379^|^relatedban^|^335^|^333^|^dlscust^|^324234234^|^mmc^|^gsm1721234855^|^1^|^20170526^|^20170106
45189380^|^45189380^|^relatedban^|^336^|^334^|^dlscust^|^324234234^|^mmc^|^gsm1721234856^|^0^|^20170506^|^20170528
45189381^|^45189381^|^samehousehold^|^337^|^335^|^dlscust^|^324234234^|^mmc^|^gsm1721234857^|^1^|^20170622^|^20170113
45189382^|^45189382^|^relatedban^|^338^|^336^|^dlscust^|^324234234^|^mmc^|^gsm1721234858^|^1^|^20170120^|^20170718
45189383^|^45189383^|^sameperson^|^339^|^337^|^dlscust^|^324234234^|^mmc^|^gsm1721234859^|^0^|^20170214^|^20170102
45189384^|^45189384^|^sameperson^|^340^|^338^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234860^|^1^|^20170824^|^20171002
45189385^|^45189385^|^relatedban^|^341^|^339^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234861^|^1^|^20170706^|^20171115
45189386^|^45189386^|^relatedban^|^342^|^340^|^dlscust^|^324234234^|^mmc^|^gsm1721234862^|^1^|^20170131^|^20170315
45189387^|^45189387^|^sameperson^|^343^|^341^|^dlscust^|^324234234^|^mmc^|^gsm1721234863^|^1^|^20170921^|^20171030
45189388^|^45189388^|^samehousehold^|^344^|^342^|^dlscust^|^324234234^|^mmc^|^gsm1721234864^|^1^|^20170725^|^20170714
45189389^|^45189389^|^relatedban^|^345^|^343^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234865^|^0^|^20170219^|^20170613
45189390^|^45189390^|^sameperson^|^346^|^344^|^dlscust^|^324234234^|^mmc^|^gsm1721234866^|^1^|^20171024^|^20170304
45189391^|^45189391^|^sameperson^|^347^|^345^|^mobcust^|^324234234^|^mmc^|^gsm1721234867^|^0^|^20170711^|^20170127
45189392^|^45189392^|^sameperson^|^348^|^346^|^mobcust^|^324234234^|^mmc^|^gsm1721234868^|^0^|^20170612^|^20170603
45189393^|^45189393^|^samehousehold^|^349^|^347^|^cabcust^|^324234234^|^mmc^|^gsm1721234869^|^0^|^20170106^|^20170925
45189394^|^45189394^|^sameperson^|^350^|^348^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234870^|^0^|^20170103^|^20170902
45189395^|^45189395^|^samehousehold^|^351^|^349^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234871^|^0^|^20171220^|^20170414
45189396^|^45189396^|^samehousehold^|^352^|^350^|^cabcust^|^324234234^|^mmc^|^gsm1721234872^|^0^|^20170912^|^20171104
45189397^|^45189397^|^relatedban^|^353^|^351^|^mobcust^|^324234234^|^mmc^|^gsm1721234873^|^1^|^20171107^|^20170324
45189398^|^45189398^|^samehousehold^|^354^|^352^|^cabcust^|^324234234^|^mmc^|^gsm1721234874^|^0^|^20170704^|^20170104
45189399^|^45189399^|^relatedban^|^355^|^353^|^cabcust^|^324234234^|^mmc^|^gsm1721234875^|^0^|^20170127^|^20170215
45189400^|^45189400^|^sameperson^|^356^|^354^|^dlscust^|^324234234^|^mmc^|^gsm1721234876^|^0^|^20170526^|^20171023
45189401^|^45189401^|^sameperson^|^357^|^355^|^dlscust^|^324234234^|^mmc^|^gsm1721234877^|^1^|^20170619^|^20170930
45189402^|^45189402^|^samehousehold^|^358^|^356^|^mobcust^|^324234234^|^mmc^|^gsm1721234878^|^1^|^20170220^|^20171210
45189403^|^45189403^|^samehousehold^|^359^|^357^|^mobcust^|^324234234^|^mmc^|^gsm1721234879^|^1^|^20171201^|^20171229
45189404^|^45189404^|^sameperson^|^360^|^358^|^dlscust^|^324234234^|^mmc^|^gsm1721234880^|^0^|^20170310^|^20171220
45189405^|^45189405^|^sameperson^|^361^|^359^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234881^|^0^|^20170314^|^20170702
45189406^|^45189406^|^samehousehold^|^362^|^360^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234882^|^1^|^20170812^|^20170406
45189407^|^45189407^|^relatedban^|^363^|^361^|^dlscust^|^324234234^|^mmc^|^gsm1721234883^|^1^|^20171227^|^20170306
45189408^|^45189408^|^relatedban^|^364^|^362^|^cabcust^|^324234234^|^mmc^|^gsm1721234884^|^1^|^20170311^|^20170402
45189409^|^45189409^|^sameperson^|^365^|^363^|^mobcust^|^324234234^|^mmc^|^gsm1721234885^|^1^|^20170323^|^20171103
45189410^|^45189410^|^sameperson^|^366^|^364^|^dlscust^|^324234234^|^mmc^|^gsm1721234886^|^0^|^20170626^|^20170904
45189411^|^45189411^|^samehousehold^|^367^|^365^|^mobcust^|^324234234^|^mmc^|^gsm1721234887^|^1^|^20170716^|^20170924
45189412^|^45189412^|^sameperson^|^368^|^366^|^dlscust^|^324234234^|^mmc^|^gsm1721234888^|^1^|^20170811^|^20170604
45189413^|^45189413^|^sameperson^|^369^|^367^|^dlscust^|^324234234^|^mmc^|^gsm1721234889^|^1^|^20170321^|^20170403
45189414^|^45189414^|^samehousehold^|^370^|^368^|^cabcust^|^324234234^|^mmc^|^gsm1721234890^|^0^|^20170604^|^20170323
45189415^|^45189415^|^samehousehold^|^371^|^369^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234891^|^1^|^20170404^|^20171001
45189416^|^45189416^|^sameperson^|^372^|^370^|^dlscust^|^324234234^|^mmc^|^gsm1721234892^|^0^|^20170123^|^20170302
45189417^|^45189417^|^samehousehold^|^373^|^371^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234893^|^0^|^20170831^|^20170903
45189418^|^45189418^|^samehousehold^|^374^|^372^|^mobcust^|^324234234^|^mmc^|^gsm1721234894^|^0^|^20171202^|^20170411
45189419^|^45189419^|^relatedban^|^375^|^373^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234895^|^0^|^20170608^|^20170606
45189420^|^45189420^|^relatedban^|^376^|^374^|^mobcust^|^324234234^|^mmc^|^gsm1721234896^|^0^|^20171024^|^20171013
45189421^|^45189421^|^samehousehold^|^377^|^375^|^dlscust^|^324234234^|^mmc^|^gsm1721234897^|^0^|^20170328^|^20171110
45189422^|^45189422^|^samehousehold^|^378^|^376^|^mobcust^|^324234234^|^mmc^|^gsm1721234898^|^0^|^20170828^|^20171209
45189423^|^45189423^|^samehousehold^|^379^|^377^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234899^|^1^|^20170706^|^20170731
45189424^|^45189424^|^samehousehold^|^380^|^378^|^cabcust^|^324234234^|^mmc^|^gsm1721234900^|^0^|^20170107^|^20170214
45189425^|^45189425^|^relatedban^|^381^|^379^|^dlscust^|^324234234^|^mmc^|^gsm1721234901^|^1^|^20171228^|^20170530
45189426^|^45189426^|^samehousehold^|^382^|^380^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234902^|^0^|^20171115^|^20170901
45189427^|^45189427^|^relatedban^|^383^|^381^|^mobcust^|^324234234^|^mmc^|^gsm1721234903^|^0^|^20170705^|^20170711
45189428^|^45189428^|^relatedban^|^384^|^382^|^cabcust^|^324234234^|^mmc^|^gsm1721234904^|^0^|^20170512^|^20170511
45189429^|^45189429^|^relatedban^|^385^|^383^|^cabcust^|^324234234^|^mmc^|^gsm1721234905^|^0^|^20171223^|^20170901
45189430^|^45189430^|^sameperson^|^386^|^384^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234906^|^0^|^20171220^|^20170502
45189431^|^45189431^|^relatedban^|^387^|^385^|^mobcust^|^324234234^|^mmc^|^gsm1721234907^|^1^|^20170828^|^20170111
45189432^|^45189432^|^sameperson^|^388^|^386^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234908^|^0^|^20171028^|^20170723
45189433^|^45189433^|^sameperson^|^389^|^387^|^cabcust^|^324234234^|^mmc^|^gsm1721234909^|^1^|^20170729^|^20170808
45189434^|^45189434^|^relatedban^|^390^|^388^|^mobcust^|^324234234^|^mmc^|^gsm1721234910^|^0^|^20170212^|^20170424
45189435^|^45189435^|^samehousehold^|^391^|^389^|^dlscust^|^324234234^|^mmc^|^gsm1721234911^|^0^|^20170206^|^20170915
45189436^|^45189436^|^relatedban^|^392^|^390^|^dlscust^|^324234234^|^mmc^|^gsm1721234912^|^0^|^20170603^|^20170929
45189437^|^45189437^|^sameperson^|^393^|^391^|^dlscust^|^324234234^|^mmc^|^gsm1721234913^|^0^|^20170505^|^20170311
45189438^|^45189438^|^samehousehold^|^394^|^392^|^dlscust^|^324234234^|^mmc^|^gsm1721234914^|^1^|^20170106^|^20170524
45189439^|^45189439^|^relatedban^|^395^|^393^|^cabcust^|^324234234^|^mmc^|^gsm1721234915^|^1^|^20171105^|^20170512
45189440^|^45189440^|^sameperson^|^396^|^394^|^mobcust^|^324234234^|^mmc^|^gsm1721234916^|^1^|^20171003^|^20170426
45189441^|^45189441^|^sameperson^|^397^|^395^|^dlscust^|^324234234^|^mmc^|^gsm1721234917^|^0^|^20171203^|^20170412
45189442^|^45189442^|^samehousehold^|^398^|^396^|^mobcust^|^324234234^|^mmc^|^gsm1721234918^|^1^|^20171102^|^20170815
45189443^|^45189443^|^relatedban^|^399^|^397^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234919^|^1^|^20171003^|^20171010
45189444^|^45189444^|^samehousehold^|^400^|^398^|^cabcust^|^324234234^|^mmc^|^gsm1721234920^|^0^|^20171014^|^20170416
45189445^|^45189445^|^samehousehold^|^401^|^399^|^mobcust^|^324234234^|^mmc^|^gsm1721234921^|^1^|^20170630^|^20170418
45189446^|^45189446^|^relatedban^|^402^|^400^|^cabcust^|^324234234^|^mmc^|^gsm1721234922^|^1^|^20170803^|^20170125
45189447^|^45189447^|^relatedban^|^403^|^401^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234923^|^1^|^20170823^|^20170710
45189448^|^45189448^|^sameperson^|^404^|^402^|^mobcust^|^324234234^|^mmc^|^gsm1721234924^|^1^|^20171020^|^20171222
45189449^|^45189449^|^samehousehold^|^405^|^403^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234925^|^1^|^20170205^|^20170416
45189450^|^45189450^|^sameperson^|^406^|^404^|^mobcust^|^324234234^|^mmc^|^gsm1721234926^|^1^|^20170803^|^20170511
45189451^|^45189451^|^sameperson^|^407^|^405^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234927^|^0^|^20170322^|^20170331
45189452^|^45189452^|^sameperson^|^408^|^406^|^mobcust^|^324234234^|^mmc^|^gsm1721234928^|^0^|^20170228^|^20170322
45189453^|^45189453^|^relatedban^|^409^|^407^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234929^|^0^|^20171113^|^20170922
45189454^|^45189454^|^samehousehold^|^410^|^408^|^dlscust^|^324234234^|^mmc^|^gsm1721234930^|^0^|^20171018^|^20170702
45189455^|^45189455^|^relatedban^|^411^|^409^|^dlscust^|^324234234^|^mmc^|^gsm1721234931^|^0^|^20170610^|^20170813
45189456^|^45189456^|^sameperson^|^412^|^410^|^cabcust^|^324234234^|^mmc^|^gsm1721234932^|^0^|^20170103^|^20171117
45189457^|^45189457^|^sameperson^|^413^|^411^|^mobcust^|^324234234^|^mmc^|^gsm1721234933^|^0^|^20170502^|^20170324
45189458^|^45189458^|^samehousehold^|^414^|^412^|^cabcust^|^324234234^|^mmc^|^gsm1721234934^|^1^|^20171123^|^20170302
45189459^|^45189459^|^samehousehold^|^415^|^413^|^dlscust^|^324234234^|^mmc^|^gsm1721234935^|^0^|^20170316^|^20170509
45189460^|^45189460^|^sameperson^|^416^|^414^|^cabcust^|^324234234^|^mmc^|^gsm1721234936^|^1^|^20170531^|^20170707
45189461^|^45189461^|^samehousehold^|^417^|^415^|^dlscust^|^324234234^|^mmc^|^gsm1721234937^|^0^|^20170618^|^20171213
45189462^|^45189462^|^samehousehold^|^418^|^416^|^dlscust^|^324234234^|^mmc^|^gsm1721234938^|^1^|^20171102^|^20170907
45189463^|^45189463^|^sameperson^|^419^|^417^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234939^|^1^|^20171108^|^20170628
45189464^|^45189464^|^relatedban^|^420^|^418^|^cabcust^|^324234234^|^mmc^|^gsm1721234940^|^0^|^20171004^|^20170101
45189465^|^45189465^|^relatedban^|^421^|^419^|^mobcust^|^324234234^|^mmc^|^gsm1721234941^|^0^|^20170124^|^20170101
45189466^|^45189466^|^samehousehold^|^422^|^420^|^cabcust^|^324234234^|^mmc^|^gsm1721234942^|^0^|^20171215^|^20170405
45189467^|^45189467^|^samehousehold^|^423^|^421^|^dlscust^|^324234234^|^mmc^|^gsm1721234943^|^1^|^20170103^|^20171127
45189468^|^45189468^|^sameperson^|^424^|^422^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234944^|^1^|^20171031^|^20171121
45189469^|^45189469^|^samehousehold^|^425^|^423^|^dlscust^|^324234234^|^mmc^|^gsm1721234945^|^0^|^20170223^|^20171029
45189470^|^45189470^|^relatedban^|^426^|^424^|^mobcust^|^324234234^|^mmc^|^gsm1721234946^|^1^|^20170209^|^20170614
45189471^|^45189471^|^sameperson^|^427^|^425^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234947^|^0^|^20170817^|^20170610
45189472^|^45189472^|^samehousehold^|^428^|^426^|^cabcust^|^324234234^|^mmc^|^gsm1721234948^|^0^|^20171119^|^20170215
45189473^|^45189473^|^relatedban^|^429^|^427^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234949^|^0^|^20171213^|^20170521
45189474^|^45189474^|^relatedban^|^430^|^428^|^cabcust^|^324234234^|^mmc^|^gsm1721234950^|^1^|^20170917^|^20170116
45189475^|^45189475^|^samehousehold^|^431^|^429^|^cabcust^|^324234234^|^mmc^|^gsm1721234951^|^1^|^20171012^|^20170204
45189476^|^45189476^|^sameperson^|^432^|^430^|^cabcust^|^324234234^|^mmc^|^gsm1721234952^|^1^|^20170915^|^20170120
45189477^|^45189477^|^samehousehold^|^433^|^431^|^dlscust^|^324234234^|^mmc^|^gsm1721234953^|^1^|^20170709^|^20170201
45189478^|^45189478^|^samehousehold^|^434^|^432^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234954^|^1^|^20170619^|^20170324
45189479^|^45189479^|^sameperson^|^435^|^433^|^mobsubscr^|^324234234^|^mmc^|^gsm1721234955^|^0^|^20170111^|^20170608
