name^|^value^|^priority^|^customer_id^|^subscr_id^|^household_id^|^building_id
SAHANA^|^1^|^450^|^45189540^|^496^|^496^|^496
Muller^|^1^|^451^|^45189541^|^497^|^497^|^497
Muller^|^0^|^452^|^45189542^|^498^|^498^|^498
Muller^|^1^|^453^|^45189543^|^499^|^499^|^499
SAHANA^|^0^|^454^|^45189544^|^500^|^500^|^500
Muller^|^1^|^455^|^45189545^|^501^|^501^|^501
Muller^|^1^|^456^|^45189546^|^502^|^502^|^502
SAHANA^|^0^|^457^|^45189547^|^503^|^503^|^503
SAHANA^|^1^|^458^|^45189548^|^504^|^504^|^504
SAHANA^|^0^|^459^|^45189549^|^505^|^505^|^505
SAHANA^|^1^|^460^|^45189550^|^506^|^506^|^506
SAHANA^|^1^|^461^|^45189551^|^507^|^507^|^507
SAHANA^|^0^|^462^|^45189552^|^508^|^508^|^508
Muller^|^1^|^463^|^45189553^|^509^|^509^|^509
Muller^|^0^|^464^|^45189554^|^510^|^510^|^510
SAHANA^|^1^|^465^|^45189555^|^511^|^511^|^511
SAHANA^|^1^|^466^|^45189556^|^512^|^512^|^512
SAHANA^|^0^|^467^|^45189557^|^513^|^513^|^513
SAHANA^|^0^|^468^|^45189558^|^514^|^514^|^514
Muller^|^0^|^469^|^45189559^|^515^|^515^|^515
SAHANA^|^0^|^470^|^45189560^|^516^|^516^|^516
Muller^|^1^|^471^|^45189561^|^517^|^517^|^517
Muller^|^1^|^472^|^45189562^|^518^|^518^|^518
SAHANA^|^1^|^473^|^45189563^|^519^|^519^|^519
SAHANA^|^0^|^474^|^45189564^|^520^|^520^|^520
SAHANA^|^1^|^475^|^45189565^|^521^|^521^|^521
SAHANA^|^1^|^476^|^45189566^|^522^|^522^|^522
Muller^|^1^|^477^|^45189567^|^523^|^523^|^523
SAHANA^|^1^|^478^|^45189568^|^524^|^524^|^524
SAHANA^|^1^|^479^|^45189569^|^525^|^525^|^525
SAHANA^|^0^|^480^|^45189570^|^526^|^526^|^526
Muller^|^1^|^481^|^45189571^|^527^|^527^|^527
SAHANA^|^1^|^482^|^45189572^|^528^|^528^|^528
Muller^|^1^|^483^|^45189573^|^529^|^529^|^529
SAHANA^|^0^|^484^|^45189574^|^530^|^530^|^530
Muller^|^1^|^485^|^45189575^|^531^|^531^|^531
SAHANA^|^1^|^486^|^45189576^|^532^|^532^|^532
Muller^|^1^|^487^|^45189577^|^533^|^533^|^533
SAHANA^|^1^|^488^|^45189578^|^534^|^534^|^534
Muller^|^1^|^489^|^45189579^|^535^|^535^|^535
SAHANA^|^1^|^490^|^45189580^|^536^|^536^|^536
SAHANA^|^1^|^491^|^45189581^|^537^|^537^|^537
Muller^|^0^|^492^|^45189582^|^538^|^538^|^538
SAHANA^|^0^|^493^|^45189583^|^539^|^539^|^539
SAHANA^|^0^|^494^|^45189584^|^540^|^540^|^540
SAHANA^|^1^|^495^|^45189585^|^541^|^541^|^541
Muller^|^1^|^496^|^45189586^|^542^|^542^|^542
Muller^|^0^|^497^|^45189587^|^543^|^543^|^543
Muller^|^0^|^498^|^45189588^|^544^|^544^|^544
Muller^|^0^|^499^|^45189589^|^545^|^545^|^545
Muller^|^1^|^500^|^45189590^|^546^|^546^|^546
SAHANA^|^1^|^501^|^45189591^|^547^|^547^|^547
SAHANA^|^0^|^502^|^45189592^|^548^|^548^|^548
Muller^|^0^|^503^|^45189593^|^549^|^549^|^549
SAHANA^|^0^|^504^|^45189594^|^550^|^550^|^550
SAHANA^|^0^|^505^|^45189595^|^551^|^551^|^551
SAHANA^|^0^|^506^|^45189596^|^552^|^552^|^552
SAHANA^|^1^|^507^|^45189597^|^553^|^553^|^553
Muller^|^1^|^508^|^45189598^|^554^|^554^|^554
Muller^|^1^|^509^|^45189599^|^555^|^555^|^555
SAHANA^|^0^|^510^|^45189600^|^556^|^556^|^556
SAHANA^|^1^|^511^|^45189601^|^557^|^557^|^557
SAHANA^|^0^|^512^|^45189602^|^558^|^558^|^558
Muller^|^0^|^513^|^45189603^|^559^|^559^|^559
SAHANA^|^0^|^514^|^45189604^|^560^|^560^|^560
Muller^|^0^|^515^|^45189605^|^561^|^561^|^561
Muller^|^0^|^516^|^45189606^|^562^|^562^|^562
Muller^|^1^|^517^|^45189607^|^563^|^563^|^563
SAHANA^|^0^|^518^|^45189608^|^564^|^564^|^564
SAHANA^|^0^|^519^|^45189609^|^565^|^565^|^565
Muller^|^0^|^520^|^45189610^|^566^|^566^|^566
SAHANA^|^0^|^521^|^45189611^|^567^|^567^|^567
Muller^|^1^|^522^|^45189612^|^568^|^568^|^568
Muller^|^0^|^523^|^45189613^|^569^|^569^|^569
SAHANA^|^1^|^524^|^45189614^|^570^|^570^|^570
Muller^|^1^|^525^|^45189615^|^571^|^571^|^571
Muller^|^1^|^526^|^45189616^|^572^|^572^|^572
SAHANA^|^0^|^527^|^45189617^|^573^|^573^|^573
SAHANA^|^1^|^528^|^45189618^|^574^|^574^|^574
SAHANA^|^1^|^529^|^45189619^|^575^|^575^|^575
SAHANA^|^0^|^530^|^45189620^|^576^|^576^|^576
Muller^|^0^|^531^|^45189621^|^577^|^577^|^577
Muller^|^1^|^532^|^45189622^|^578^|^578^|^578
Muller^|^0^|^533^|^45189623^|^579^|^579^|^579
Muller^|^1^|^534^|^45189624^|^580^|^580^|^580
Muller^|^0^|^535^|^45189625^|^581^|^581^|^581
Muller^|^1^|^536^|^45189626^|^582^|^582^|^582
SAHANA^|^1^|^537^|^45189627^|^583^|^583^|^583
SAHANA^|^0^|^538^|^45189628^|^584^|^584^|^584
Muller^|^1^|^539^|^45189629^|^585^|^585^|^585
Muller^|^1^|^540^|^45189630^|^586^|^586^|^586
SAHANA^|^0^|^541^|^45189631^|^587^|^587^|^587
Muller^|^1^|^542^|^45189632^|^588^|^588^|^588
SAHANA^|^1^|^543^|^45189633^|^589^|^589^|^589
SAHANA^|^1^|^544^|^45189634^|^590^|^590^|^590
Muller^|^0^|^545^|^45189635^|^591^|^591^|^591
Muller^|^0^|^546^|^45189636^|^592^|^592^|^592
Muller^|^1^|^547^|^45189637^|^593^|^593^|^593
Muller^|^1^|^548^|^45189638^|^594^|^594^|^594
SAHANA^|^0^|^549^|^45189639^|^595^|^595^|^595
Muller^|^1^|^550^|^45189640^|^596^|^596^|^596
SAHANA^|^1^|^551^|^45189641^|^597^|^597^|^597
Muller^|^0^|^552^|^45189642^|^598^|^598^|^598
SAHANA^|^1^|^553^|^45189643^|^599^|^599^|^599
Muller^|^0^|^554^|^45189644^|^600^|^600^|^600
SAHANA^|^1^|^555^|^45189645^|^601^|^601^|^601
SAHANA^|^1^|^556^|^45189646^|^602^|^602^|^602
SAHANA^|^1^|^557^|^45189647^|^603^|^603^|^603
SAHANA^|^1^|^558^|^45189648^|^604^|^604^|^604
SAHANA^|^1^|^559^|^45189649^|^605^|^605^|^605
SAHANA^|^1^|^560^|^45189650^|^606^|^606^|^606
SAHANA^|^0^|^561^|^45189651^|^607^|^607^|^607
SAHANA^|^0^|^562^|^45189652^|^608^|^608^|^608
SAHANA^|^1^|^563^|^45189653^|^609^|^609^|^609
SAHANA^|^0^|^564^|^45189654^|^610^|^610^|^610
SAHANA^|^1^|^565^|^45189655^|^611^|^611^|^611
Muller^|^1^|^566^|^45189656^|^612^|^612^|^612
SAHANA^|^0^|^567^|^45189657^|^613^|^613^|^613
Muller^|^1^|^568^|^45189658^|^614^|^614^|^614
Muller^|^1^|^569^|^45189659^|^615^|^615^|^615
SAHANA^|^1^|^570^|^45189660^|^616^|^616^|^616
Muller^|^1^|^571^|^45189661^|^617^|^617^|^617
Muller^|^0^|^572^|^45189662^|^618^|^618^|^618
SAHANA^|^1^|^573^|^45189663^|^619^|^619^|^619
Muller^|^0^|^574^|^45189664^|^620^|^620^|^620
Muller^|^0^|^575^|^45189665^|^621^|^621^|^621
Muller^|^0^|^576^|^45189666^|^622^|^622^|^622
Muller^|^0^|^577^|^45189667^|^623^|^623^|^623
Muller^|^0^|^578^|^45189668^|^624^|^624^|^624
Muller^|^0^|^579^|^45189669^|^625^|^625^|^625
SAHANA^|^1^|^580^|^45189670^|^626^|^626^|^626
SAHANA^|^0^|^581^|^45189671^|^627^|^627^|^627
SAHANA^|^1^|^582^|^45189672^|^628^|^628^|^628
Muller^|^1^|^583^|^45189673^|^629^|^629^|^629
SAHANA^|^1^|^584^|^45189674^|^630^|^630^|^630
SAHANA^|^0^|^585^|^45189675^|^631^|^631^|^631
Muller^|^1^|^586^|^45189676^|^632^|^632^|^632
Muller^|^1^|^587^|^45189677^|^633^|^633^|^633
Muller^|^0^|^588^|^45189678^|^634^|^634^|^634
Muller^|^1^|^589^|^45189679^|^635^|^635^|^635
Muller^|^1^|^590^|^45189680^|^636^|^636^|^636
SAHANA^|^0^|^591^|^45189681^|^637^|^637^|^637
Muller^|^1^|^592^|^45189682^|^638^|^638^|^638
Muller^|^1^|^593^|^45189683^|^639^|^639^|^639
Muller^|^0^|^594^|^45189684^|^640^|^640^|^640
SAHANA^|^0^|^595^|^45189685^|^641^|^641^|^641
Muller^|^1^|^596^|^45189686^|^642^|^642^|^642
SAHANA^|^1^|^597^|^45189687^|^643^|^643^|^643
Muller^|^1^|^598^|^45189688^|^644^|^644^|^644
Muller^|^0^|^599^|^45189689^|^645^|^645^|^645
SAHANA^|^1^|^600^|^45189690^|^646^|^646^|^646
SAHANA^|^0^|^601^|^45189691^|^647^|^647^|^647
Muller^|^0^|^602^|^45189692^|^648^|^648^|^648
Muller^|^1^|^603^|^45189693^|^649^|^649^|^649
Muller^|^0^|^604^|^45189694^|^650^|^650^|^650
SAHANA^|^0^|^605^|^45189695^|^651^|^651^|^651
SAHANA^|^1^|^606^|^45189696^|^652^|^652^|^652
SAHANA^|^0^|^607^|^45189697^|^653^|^653^|^653
SAHANA^|^0^|^608^|^45189698^|^654^|^654^|^654
SAHANA^|^1^|^609^|^45189699^|^655^|^655^|^655
SAHANA^|^1^|^610^|^45189700^|^656^|^656^|^656
SAHANA^|^1^|^611^|^45189701^|^657^|^657^|^657
SAHANA^|^0^|^612^|^45189702^|^658^|^658^|^658
Muller^|^0^|^613^|^45189703^|^659^|^659^|^659
SAHANA^|^0^|^614^|^45189704^|^660^|^660^|^660
Muller^|^0^|^615^|^45189705^|^661^|^661^|^661
SAHANA^|^1^|^616^|^45189706^|^662^|^662^|^662
SAHANA^|^0^|^617^|^45189707^|^663^|^663^|^663
Muller^|^1^|^618^|^45189708^|^664^|^664^|^664
SAHANA^|^0^|^619^|^45189709^|^665^|^665^|^665
Muller^|^0^|^620^|^45189710^|^666^|^666^|^666
Muller^|^0^|^621^|^45189711^|^667^|^667^|^667
SAHANA^|^1^|^622^|^45189712^|^668^|^668^|^668
SAHANA^|^1^|^623^|^45189713^|^669^|^669^|^669
SAHANA^|^0^|^624^|^45189714^|^670^|^670^|^670
SAHANA^|^0^|^625^|^45189715^|^671^|^671^|^671
SAHANA^|^0^|^626^|^45189716^|^672^|^672^|^672
Muller^|^1^|^627^|^45189717^|^673^|^673^|^673
Muller^|^0^|^628^|^45189718^|^674^|^674^|^674
SAHANA^|^0^|^629^|^45189719^|^675^|^675^|^675
Muller^|^0^|^630^|^45189720^|^676^|^676^|^676
Muller^|^0^|^631^|^45189721^|^677^|^677^|^677
SAHANA^|^0^|^632^|^45189722^|^678^|^678^|^678
SAHANA^|^1^|^633^|^45189723^|^679^|^679^|^679
Muller^|^1^|^634^|^45189724^|^680^|^680^|^680
Muller^|^1^|^635^|^45189725^|^681^|^681^|^681
SAHANA^|^0^|^636^|^45189726^|^682^|^682^|^682
SAHANA^|^1^|^637^|^45189727^|^683^|^683^|^683
Muller^|^1^|^638^|^45189728^|^684^|^684^|^684
SAHANA^|^1^|^639^|^45189729^|^685^|^685^|^685
Muller^|^0^|^640^|^45189730^|^686^|^686^|^686
Muller^|^0^|^641^|^45189731^|^687^|^687^|^687
Muller^|^0^|^642^|^45189732^|^688^|^688^|^688
Muller^|^0^|^643^|^45189733^|^689^|^689^|^689
SAHANA^|^0^|^644^|^45189734^|^690^|^690^|^690
Muller^|^1^|^645^|^45189735^|^691^|^691^|^691
Muller^|^1^|^646^|^45189736^|^692^|^692^|^692
Muller^|^0^|^647^|^45189737^|^693^|^693^|^693
SAHANA^|^1^|^648^|^45189738^|^694^|^694^|^694
Muller^|^0^|^649^|^45189739^|^695^|^695^|^695
Muller^|^1^|^650^|^45189740^|^696^|^696^|^696
Muller^|^0^|^651^|^45189741^|^697^|^697^|^697
SAHANA^|^1^|^652^|^45189742^|^698^|^698^|^698
Muller^|^0^|^653^|^45189743^|^699^|^699^|^699
Muller^|^0^|^654^|^45189744^|^700^|^700^|^700
Muller^|^0^|^655^|^45189745^|^701^|^701^|^701
SAHANA^|^1^|^656^|^45189746^|^702^|^702^|^702
SAHANA^|^1^|^657^|^45189747^|^703^|^703^|^703
Muller^|^1^|^658^|^45189748^|^704^|^704^|^704
SAHANA^|^0^|^659^|^45189749^|^705^|^705^|^705
SAHANA^|^1^|^660^|^45189750^|^706^|^706^|^706
SAHANA^|^0^|^661^|^45189751^|^707^|^707^|^707
SAHANA^|^0^|^662^|^45189752^|^708^|^708^|^708
SAHANA^|^1^|^663^|^45189753^|^709^|^709^|^709
Muller^|^1^|^664^|^45189754^|^710^|^710^|^710
SAHANA^|^1^|^665^|^45189755^|^711^|^711^|^711
SAHANA^|^1^|^666^|^45189756^|^712^|^712^|^712
Muller^|^0^|^667^|^45189757^|^713^|^713^|^713
Muller^|^0^|^668^|^45189758^|^714^|^714^|^714
SAHANA^|^1^|^669^|^45189759^|^715^|^715^|^715
SAHANA^|^1^|^670^|^45189760^|^716^|^716^|^716
SAHANA^|^0^|^671^|^45189761^|^717^|^717^|^717
Muller^|^1^|^672^|^45189762^|^718^|^718^|^718
Muller^|^0^|^673^|^45189763^|^719^|^719^|^719
Muller^|^1^|^674^|^45189764^|^720^|^720^|^720
Muller^|^1^|^675^|^45189765^|^721^|^721^|^721
SAHANA^|^0^|^676^|^45189766^|^722^|^722^|^722
Muller^|^0^|^677^|^45189767^|^723^|^723^|^723
SAHANA^|^1^|^678^|^45189768^|^724^|^724^|^724
Muller^|^0^|^679^|^45189769^|^725^|^725^|^725
SAHANA^|^1^|^680^|^45189770^|^726^|^726^|^726
SAHANA^|^1^|^681^|^45189771^|^727^|^727^|^727
Muller^|^0^|^682^|^45189772^|^728^|^728^|^728
SAHANA^|^1^|^683^|^45189773^|^729^|^729^|^729
Muller^|^1^|^684^|^45189774^|^730^|^730^|^730
SAHANA^|^1^|^685^|^45189775^|^731^|^731^|^731
Muller^|^1^|^686^|^45189776^|^732^|^732^|^732
SAHANA^|^1^|^687^|^45189777^|^733^|^733^|^733
Muller^|^1^|^688^|^45189778^|^734^|^734^|^734
Muller^|^0^|^689^|^45189779^|^735^|^735^|^735
Muller^|^0^|^690^|^45189780^|^736^|^736^|^736
Muller^|^1^|^691^|^45189781^|^737^|^737^|^737
SAHANA^|^0^|^692^|^45189782^|^738^|^738^|^738
SAHANA^|^1^|^693^|^45189783^|^739^|^739^|^739
SAHANA^|^0^|^694^|^45189784^|^740^|^740^|^740
Muller^|^0^|^695^|^45189785^|^741^|^741^|^741
Muller^|^0^|^696^|^45189786^|^742^|^742^|^742
Muller^|^1^|^697^|^45189787^|^743^|^743^|^743
SAHANA^|^0^|^698^|^45189788^|^744^|^744^|^744
SAHANA^|^1^|^699^|^45189789^|^745^|^745^|^745
SAHANA^|^0^|^700^|^45189790^|^746^|^746^|^746
SAHANA^|^1^|^701^|^45189791^|^747^|^747^|^747
Muller^|^1^|^702^|^45189792^|^748^|^748^|^748
Muller^|^1^|^703^|^45189793^|^749^|^749^|^749
SAHANA^|^1^|^704^|^45189794^|^750^|^750^|^750
Muller^|^1^|^705^|^45189795^|^751^|^751^|^751
SAHANA^|^1^|^706^|^45189796^|^752^|^752^|^752
Muller^|^1^|^707^|^45189797^|^753^|^753^|^753
SAHANA^|^0^|^708^|^45189798^|^754^|^754^|^754
Muller^|^0^|^709^|^45189799^|^755^|^755^|^755
Muller^|^1^|^710^|^45189800^|^756^|^756^|^756
Muller^|^0^|^711^|^45189801^|^757^|^757^|^757
Muller^|^1^|^712^|^45189802^|^758^|^758^|^758
SAHANA^|^1^|^713^|^45189803^|^759^|^759^|^759
SAHANA^|^1^|^714^|^45189804^|^760^|^760^|^760
SAHANA^|^0^|^715^|^45189805^|^761^|^761^|^761
SAHANA^|^1^|^716^|^45189806^|^762^|^762^|^762
SAHANA^|^0^|^717^|^45189807^|^763^|^763^|^763
Muller^|^0^|^718^|^45189808^|^764^|^764^|^764
Muller^|^1^|^719^|^45189809^|^765^|^765^|^765
SAHANA^|^0^|^720^|^45189810^|^766^|^766^|^766
SAHANA^|^0^|^721^|^45189811^|^767^|^767^|^767
Muller^|^1^|^722^|^45189812^|^768^|^768^|^768
Muller^|^1^|^723^|^45189813^|^769^|^769^|^769
Muller^|^0^|^724^|^45189814^|^770^|^770^|^770
SAHANA^|^0^|^725^|^45189815^|^771^|^771^|^771
SAHANA^|^1^|^726^|^45189816^|^772^|^772^|^772
Muller^|^0^|^727^|^45189817^|^773^|^773^|^773
SAHANA^|^0^|^728^|^45189818^|^774^|^774^|^774
Muller^|^1^|^729^|^45189819^|^775^|^775^|^775
Muller^|^1^|^730^|^45189820^|^776^|^776^|^776
Muller^|^1^|^731^|^45189821^|^777^|^777^|^777
Muller^|^1^|^732^|^45189822^|^778^|^778^|^778
SAHANA^|^0^|^733^|^45189823^|^779^|^779^|^779
Muller^|^0^|^734^|^45189824^|^780^|^780^|^780
SAHANA^|^1^|^735^|^45189825^|^781^|^781^|^781
Muller^|^0^|^736^|^45189826^|^782^|^782^|^782
Muller^|^1^|^737^|^45189827^|^783^|^783^|^783
Muller^|^1^|^738^|^45189828^|^784^|^784^|^784
Muller^|^1^|^739^|^45189829^|^785^|^785^|^785
SAHANA^|^1^|^740^|^45189830^|^786^|^786^|^786
SAHANA^|^0^|^741^|^45189831^|^787^|^787^|^787
Muller^|^1^|^742^|^45189832^|^788^|^788^|^788
Muller^|^0^|^743^|^45189833^|^789^|^789^|^789
Muller^|^1^|^744^|^45189834^|^790^|^790^|^790
SAHANA^|^1^|^745^|^45189835^|^791^|^791^|^791
SAHANA^|^1^|^746^|^45189836^|^792^|^792^|^792
SAHANA^|^0^|^747^|^45189837^|^793^|^793^|^793
SAHANA^|^0^|^748^|^45189838^|^794^|^794^|^794
Muller^|^1^|^749^|^45189839^|^795^|^795^|^795
Muller^|^0^|^750^|^45189840^|^796^|^796^|^796
Muller^|^0^|^751^|^45189841^|^797^|^797^|^797
SAHANA^|^1^|^752^|^45189842^|^798^|^798^|^798
SAHANA^|^0^|^753^|^45189843^|^799^|^799^|^799
SAHANA^|^1^|^754^|^45189844^|^800^|^800^|^800
Muller^|^0^|^755^|^45189845^|^801^|^801^|^801
Muller^|^0^|^756^|^45189846^|^802^|^802^|^802
SAHANA^|^0^|^757^|^45189847^|^803^|^803^|^803
Muller^|^1^|^758^|^45189848^|^804^|^804^|^804
SAHANA^|^1^|^759^|^45189849^|^805^|^805^|^805
Muller^|^0^|^760^|^45189850^|^806^|^806^|^806
SAHANA^|^0^|^761^|^45189851^|^807^|^807^|^807
SAHANA^|^0^|^762^|^45189852^|^808^|^808^|^808
Muller^|^1^|^763^|^45189853^|^809^|^809^|^809
SAHANA^|^1^|^764^|^45189854^|^810^|^810^|^810
SAHANA^|^0^|^765^|^45189855^|^811^|^811^|^811
Muller^|^1^|^766^|^45189856^|^812^|^812^|^812
Muller^|^0^|^767^|^45189857^|^813^|^813^|^813
SAHANA^|^1^|^768^|^45189858^|^814^|^814^|^814
SAHANA^|^0^|^769^|^45189859^|^815^|^815^|^815
SAHANA^|^1^|^770^|^45189860^|^816^|^816^|^816
Muller^|^0^|^771^|^45189861^|^817^|^817^|^817
SAHANA^|^1^|^772^|^45189862^|^818^|^818^|^818
SAHANA^|^1^|^773^|^45189863^|^819^|^819^|^819
Muller^|^0^|^774^|^45189864^|^820^|^820^|^820
SAHANA^|^0^|^775^|^45189865^|^821^|^821^|^821
Muller^|^0^|^776^|^45189866^|^822^|^822^|^822
Muller^|^0^|^777^|^45189867^|^823^|^823^|^823
SAHANA^|^1^|^778^|^45189868^|^824^|^824^|^824
SAHANA^|^0^|^779^|^45189869^|^825^|^825^|^825
SAHANA^|^1^|^780^|^45189870^|^826^|^826^|^826
Muller^|^0^|^781^|^45189871^|^827^|^827^|^827
Muller^|^1^|^782^|^45189872^|^828^|^828^|^828
Muller^|^1^|^783^|^45189873^|^829^|^829^|^829
SAHANA^|^0^|^784^|^45189874^|^830^|^830^|^830
Muller^|^1^|^785^|^45189875^|^831^|^831^|^831
SAHANA^|^0^|^786^|^45189876^|^832^|^832^|^832
Muller^|^0^|^787^|^45189877^|^833^|^833^|^833
SAHANA^|^1^|^788^|^45189878^|^834^|^834^|^834
Muller^|^0^|^789^|^45189879^|^835^|^835^|^835
SAHANA^|^1^|^790^|^45189880^|^836^|^836^|^836
SAHANA^|^0^|^791^|^45189881^|^837^|^837^|^837
SAHANA^|^0^|^792^|^45189882^|^838^|^838^|^838
SAHANA^|^0^|^793^|^45189883^|^839^|^839^|^839
Muller^|^1^|^794^|^45189884^|^840^|^840^|^840
Muller^|^0^|^795^|^45189885^|^841^|^841^|^841
Muller^|^0^|^796^|^45189886^|^842^|^842^|^842
Muller^|^0^|^797^|^45189887^|^843^|^843^|^843
Muller^|^0^|^798^|^45189888^|^844^|^844^|^844
Muller^|^0^|^799^|^45189889^|^845^|^845^|^845
SAHANA^|^1^|^800^|^45189890^|^846^|^846^|^846
Muller^|^0^|^801^|^45189891^|^847^|^847^|^847
SAHANA^|^1^|^802^|^45189892^|^848^|^848^|^848
Muller^|^1^|^803^|^45189893^|^849^|^849^|^849
SAHANA^|^1^|^804^|^45189894^|^850^|^850^|^850
SAHANA^|^1^|^805^|^45189895^|^851^|^851^|^851
Muller^|^1^|^806^|^45189896^|^852^|^852^|^852
Muller^|^1^|^807^|^45189897^|^853^|^853^|^853
Muller^|^1^|^808^|^45189898^|^854^|^854^|^854
Muller^|^1^|^809^|^45189899^|^855^|^855^|^855
SAHANA^|^1^|^810^|^45189900^|^856^|^856^|^856
SAHANA^|^0^|^811^|^45189901^|^857^|^857^|^857
Muller^|^0^|^812^|^45189902^|^858^|^858^|^858
SAHANA^|^1^|^813^|^45189903^|^859^|^859^|^859
SAHANA^|^0^|^814^|^45189904^|^860^|^860^|^860
SAHANA^|^0^|^815^|^45189905^|^861^|^861^|^861
SAHANA^|^1^|^816^|^45189906^|^862^|^862^|^862
SAHANA^|^1^|^817^|^45189907^|^863^|^863^|^863
SAHANA^|^0^|^818^|^45189908^|^864^|^864^|^864
Muller^|^1^|^819^|^45189909^|^865^|^865^|^865
Muller^|^0^|^820^|^45189910^|^866^|^866^|^866
SAHANA^|^1^|^821^|^45189911^|^867^|^867^|^867
Muller^|^1^|^822^|^45189912^|^868^|^868^|^868
SAHANA^|^0^|^823^|^45189913^|^869^|^869^|^869
Muller^|^0^|^824^|^45189914^|^870^|^870^|^870
Muller^|^0^|^825^|^45189915^|^871^|^871^|^871
SAHANA^|^0^|^826^|^45189916^|^872^|^872^|^872
Muller^|^0^|^827^|^45189917^|^873^|^873^|^873
Muller^|^1^|^828^|^45189918^|^874^|^874^|^874
Muller^|^0^|^829^|^45189919^|^875^|^875^|^875
SAHANA^|^1^|^830^|^45189920^|^876^|^876^|^876
SAHANA^|^0^|^831^|^45189921^|^877^|^877^|^877
SAHANA^|^0^|^832^|^45189922^|^878^|^878^|^878
Muller^|^0^|^833^|^45189923^|^879^|^879^|^879
SAHANA^|^0^|^834^|^45189924^|^880^|^880^|^880
SAHANA^|^0^|^835^|^45189925^|^881^|^881^|^881
SAHANA^|^1^|^836^|^45189926^|^882^|^882^|^882
Muller^|^1^|^837^|^45189927^|^883^|^883^|^883
SAHANA^|^0^|^838^|^45189928^|^884^|^884^|^884
SAHANA^|^1^|^839^|^45189929^|^885^|^885^|^885
SAHANA^|^1^|^840^|^45189930^|^886^|^886^|^886
Muller^|^0^|^841^|^45189931^|^887^|^887^|^887
SAHANA^|^0^|^842^|^45189932^|^888^|^888^|^888
SAHANA^|^0^|^843^|^45189933^|^889^|^889^|^889
SAHANA^|^1^|^844^|^45189934^|^890^|^890^|^890
SAHANA^|^1^|^845^|^45189935^|^891^|^891^|^891
Muller^|^1^|^846^|^45189936^|^892^|^892^|^892
SAHANA^|^0^|^847^|^45189937^|^893^|^893^|^893
Muller^|^0^|^848^|^45189938^|^894^|^894^|^894
Muller^|^1^|^849^|^45189939^|^895^|^895^|^895
SAHANA^|^0^|^850^|^45189940^|^896^|^896^|^896
SAHANA^|^1^|^851^|^45189941^|^897^|^897^|^897
Muller^|^0^|^852^|^45189942^|^898^|^898^|^898
Muller^|^0^|^853^|^45189943^|^899^|^899^|^899
SAHANA^|^1^|^854^|^45189944^|^900^|^900^|^900
Muller^|^1^|^855^|^45189945^|^901^|^901^|^901
SAHANA^|^0^|^856^|^45189946^|^902^|^902^|^902
Muller^|^0^|^857^|^45189947^|^903^|^903^|^903
SAHANA^|^0^|^858^|^45189948^|^904^|^904^|^904
Muller^|^1^|^859^|^45189949^|^905^|^905^|^905
Muller^|^0^|^860^|^45189950^|^906^|^906^|^906
SAHANA^|^1^|^861^|^45189951^|^907^|^907^|^907
SAHANA^|^0^|^862^|^45189952^|^908^|^908^|^908
Muller^|^0^|^863^|^45189953^|^909^|^909^|^909
Muller^|^0^|^864^|^45189954^|^910^|^910^|^910
SAHANA^|^0^|^865^|^45189955^|^911^|^911^|^911
SAHANA^|^0^|^866^|^45189956^|^912^|^912^|^912
SAHANA^|^1^|^867^|^45189957^|^913^|^913^|^913
SAHANA^|^0^|^868^|^45189958^|^914^|^914^|^914
Muller^|^0^|^869^|^45189959^|^915^|^915^|^915
SAHANA^|^0^|^870^|^45189960^|^916^|^916^|^916
SAHANA^|^0^|^871^|^45189961^|^917^|^917^|^917
SAHANA^|^0^|^872^|^45189962^|^918^|^918^|^918
Muller^|^1^|^873^|^45189963^|^919^|^919^|^919
SAHANA^|^0^|^874^|^45189964^|^920^|^920^|^920
Muller^|^1^|^875^|^45189965^|^921^|^921^|^921
Muller^|^0^|^876^|^45189966^|^922^|^922^|^922
Muller^|^0^|^877^|^45189967^|^923^|^923^|^923
SAHANA^|^0^|^878^|^45189968^|^924^|^924^|^924
SAHANA^|^1^|^879^|^45189969^|^925^|^925^|^925
Muller^|^0^|^880^|^45189970^|^926^|^926^|^926
Muller^|^1^|^881^|^45189971^|^927^|^927^|^927
Muller^|^0^|^882^|^45189972^|^928^|^928^|^928
Muller^|^1^|^883^|^45189973^|^929^|^929^|^929
SAHANA^|^1^|^884^|^45189974^|^930^|^930^|^930
Muller^|^1^|^885^|^45189975^|^931^|^931^|^931
SAHANA^|^0^|^886^|^45189976^|^932^|^932^|^932
Muller^|^1^|^887^|^45189977^|^933^|^933^|^933
SAHANA^|^1^|^888^|^45189978^|^934^|^934^|^934
Muller^|^0^|^889^|^45189979^|^935^|^935^|^935
Muller^|^1^|^890^|^45189980^|^936^|^936^|^936
Muller^|^1^|^891^|^45189981^|^937^|^937^|^937
SAHANA^|^1^|^892^|^45189982^|^938^|^938^|^938
Muller^|^0^|^893^|^45189983^|^939^|^939^|^939
Muller^|^0^|^894^|^45189984^|^940^|^940^|^940
Muller^|^0^|^895^|^45189985^|^941^|^941^|^941
SAHANA^|^1^|^896^|^45189986^|^942^|^942^|^942
SAHANA^|^0^|^897^|^45189987^|^943^|^943^|^943
Muller^|^0^|^898^|^45189988^|^944^|^944^|^944
SAHANA^|^0^|^899^|^45189989^|^945^|^945^|^945
