customer_id^|^is_mobile_customer^|^is_cable_customer^|^is_dsl_customer^|^is_prospect^|^is_building^|^cust_sub_type_cd^|^mobile_ban^|^dsl_customer_number^|^cab_accnt_nr^|^cust_status_dt^|^cust_status_cd^|^cust_stat_rsn_cd^|^cust_lob^|^cab_pers_id_cab_me^|^cable_customer_number^|^cab_building_id^|^convergent_person_id^|^household_id^|^building_id^|^legacy_customer_id^|^cust_valid_from_dt^|^cust_valid_until_dt^|^legacy_kgs44_id^|^account_type^|^account_sub_type^|^market_code^|^birthday^|^first_offer^|^email_address^|^mobile_number^|^fullname^|^prefix_txt^|^cust_segment_cd^|^is_churned_cust
46189162^|^0^|^0^|^0^|^0^|^0^|^ORG^|^1130541321^|^13013490^|^9123532^|^20160706^|^T12^|^T1235^|^T1236^|^T1237^|^30541291^|^118^|^1214647^|^118^|^118^|^168^|^20180701^|^20201230^|^1461200001309003249109397810607011^|^B^|^rg^|^MMC^|^19810624^|^fo^|^abc^|^96^|^fn^|^MMO^|^PR^|^1
46189163^|^1^|^1^|^1^|^0^|^0^|^IND^|^1130541322^|^13013491^|^9123533^|^20160908^|^T12^|^T1235^|^T1236^|^T1237^|^30541292^|^119^|^1214648^|^119^|^119^|^169^|^20180302^|^20201230^|^1461200001309003249109397810607012^|^B^|^rg^|^MMC^|^20101203^|^fo^|^adc^|^96^|^fn^|^MMC^|^PR^|^1
46189164^|^0^|^1^|^1^|^0^|^0^|^ORG^|^1130541323^|^13013492^|^9123534^|^20160521^|^T12^|^T1235^|^T1236^|^T1237^|^30541293^|^120^|^1214649^|^120^|^120^|^170^|^20180623^|^20201230^|^1461200001309003249109397810607013^|^RG^|^rg^|^MMC^|^20001225^|^fo^|^adc^|^98^|^fn^|^MMO^|^PR^|^1
46189165^|^0^|^0^|^0^|^1^|^1^|^ORG^|^1130541324^|^13013493^|^9123535^|^20160401^|^T12^|^T1235^|^T1236^|^T1237^|^30541294^|^121^|^1214650^|^121^|^121^|^171^|^20180602^|^20201230^|^1461200001309003249109397810607014^|^B^|^rg^|^MMO^|^19990924^|^fo^|^adc^|^96^|^fn^|^MMC^|^PR^|^1
46189166^|^0^|^1^|^0^|^1^|^0^|^ORG^|^1130541325^|^13013494^|^9123536^|^20170605^|^T12^|^T1235^|^T1236^|^T1237^|^30541295^|^122^|^1214651^|^122^|^122^|^172^|^20181223^|^20201230^|^1461200001309003249109397810607015^|^I^|^rg^|^MMC^|^20040626^|^fo^|^abc^|^96^|^fn^|^MMO^|^PR^|^1
46189167^|^1^|^0^|^0^|^0^|^0^|^IND^|^1130541326^|^13013495^|^9123537^|^20160826^|^T12^|^T1235^|^T1236^|^T1237^|^30541296^|^123^|^1214652^|^123^|^123^|^173^|^20180115^|^20201230^|^1461200001309003249109397810607016^|^RG^|^rg^|^MMC^|^20020305^|^fo^|^abc^|^96^|^fn^|^MMC^|^PR^|^1
46189168^|^0^|^1^|^1^|^1^|^0^|^ORG^|^1130541327^|^13013496^|^9123538^|^20160707^|^T12^|^T1235^|^T1236^|^T1237^|^30541297^|^124^|^1214653^|^124^|^124^|^174^|^20180817^|^20201230^|^1461200001309003249109397810607017^|^RG^|^rg^|^MMC^|^19821118^|^fo^|^adc^|^98^|^fn^|^MMO^|^PR^|^1
46189169^|^0^|^1^|^0^|^0^|^1^|^ORG^|^1130541328^|^13013497^|^9123539^|^20170513^|^T12^|^T1235^|^T1236^|^T1237^|^30541298^|^125^|^1214654^|^125^|^125^|^175^|^20180502^|^20201230^|^1461200001309003249109397810607018^|^RG^|^rg^|^MMC^|^19850331^|^fo^|^abc^|^96^|^fn^|^MMC^|^PR^|^1
46189170^|^1^|^1^|^0^|^1^|^0^|^IND^|^1130541329^|^13013498^|^9123540^|^20170218^|^T12^|^T1235^|^T1236^|^T1237^|^30541299^|^126^|^1214655^|^126^|^126^|^176^|^20181210^|^20201230^|^1461200001309003249109397810607019^|^B^|^rg^|^MMC^|^19950120^|^fo^|^adc^|^98^|^fn^|^MMC^|^PR^|^1
46189171^|^0^|^0^|^1^|^1^|^1^|^IND^|^1130541330^|^13013499^|^9123541^|^20170707^|^T12^|^T1235^|^T1236^|^T1237^|^30541300^|^127^|^1214656^|^127^|^127^|^177^|^20181202^|^20201230^|^1461200001309003249109397810607020^|^B^|^rg^|^MMC^|^19960203^|^fo^|^adc^|^98^|^fn^|^MMO^|^PR^|^1
46189172^|^1^|^0^|^1^|^0^|^1^|^IND^|^1130541331^|^13013500^|^9123542^|^20170601^|^T12^|^T1235^|^T1236^|^T1237^|^30541301^|^128^|^1214657^|^128^|^128^|^178^|^20181122^|^20201230^|^1461200001309003249109397810607021^|^B^|^rg^|^MMO^|^20070517^|^fo^|^adc^|^96^|^fn^|^MMC^|^PR^|^1
46189173^|^1^|^0^|^1^|^0^|^1^|^IND^|^1130541332^|^13013501^|^9123543^|^20161127^|^T12^|^T1235^|^T1236^|^T1237^|^30541302^|^129^|^1214658^|^129^|^129^|^179^|^20180804^|^20201230^|^1461200001309003249109397810607022^|^B^|^rg^|^MMC^|^20030215^|^fo^|^abc^|^98^|^fn^|^MMO^|^PR^|^1
46189174^|^1^|^1^|^0^|^1^|^0^|^ORG^|^1130541333^|^13013502^|^9123544^|^20160613^|^T12^|^T1235^|^T1236^|^T1237^|^30541303^|^130^|^1214659^|^130^|^130^|^180^|^20180630^|^20201230^|^1461200001309003249109397810607023^|^B^|^rg^|^MMC^|^19820810^|^fo^|^abc^|^96^|^fn^|^MMO^|^PR^|^1
46189175^|^1^|^0^|^0^|^0^|^1^|^ORG^|^1130541334^|^13013503^|^9123545^|^20160709^|^T12^|^T1235^|^T1236^|^T1237^|^30541304^|^131^|^1214660^|^131^|^131^|^181^|^20180808^|^20201230^|^1461200001309003249109397810607024^|^RG^|^rg^|^MMC^|^19971203^|^fo^|^adc^|^96^|^fn^|^MMO^|^PR^|^1
46189176^|^1^|^0^|^1^|^0^|^0^|^ORG^|^1130541335^|^13013504^|^9123546^|^20170206^|^T12^|^T1235^|^T1236^|^T1237^|^30541305^|^132^|^1214661^|^132^|^132^|^182^|^20180607^|^20201230^|^1461200001309003249109397810607025^|^B^|^rg^|^MMO^|^19941224^|^fo^|^abc^|^98^|^fn^|^MMO^|^PR^|^1
46189177^|^0^|^0^|^0^|^1^|^0^|^ORG^|^1130541336^|^13013505^|^9123547^|^20170616^|^T12^|^T1235^|^T1236^|^T1237^|^30541306^|^133^|^1214662^|^133^|^133^|^183^|^20180613^|^20201230^|^1461200001309003249109397810607026^|^I^|^rg^|^MMC^|^19841201^|^fo^|^adc^|^96^|^fn^|^MMO^|^PR^|^1
46189178^|^1^|^0^|^1^|^0^|^0^|^IND^|^1130541337^|^13013506^|^9123548^|^20170225^|^T12^|^T1235^|^T1236^|^T1237^|^30541307^|^134^|^1214663^|^134^|^134^|^184^|^20180703^|^20201230^|^1461200001309003249109397810607027^|^B^|^rg^|^MMC^|^20041215^|^fo^|^abc^|^96^|^fn^|^MMO^|^PR^|^1
46189179^|^0^|^1^|^0^|^1^|^1^|^ORG^|^1130541338^|^13013507^|^9123549^|^20170404^|^T12^|^T1235^|^T1236^|^T1237^|^30541308^|^135^|^1214664^|^135^|^135^|^185^|^20180216^|^20201230^|^1461200001309003249109397810607028^|^I^|^rg^|^MMC^|^19890917^|^fo^|^abc^|^96^|^fn^|^MMO^|^PR^|^1
46189180^|^1^|^0^|^1^|^0^|^1^|^ORG^|^1130541339^|^13013508^|^9123550^|^20161122^|^T12^|^T1235^|^T1236^|^T1237^|^30541309^|^136^|^1214665^|^136^|^136^|^186^|^20181202^|^20201230^|^1461200001309003249109397810607029^|^B^|^rg^|^MMC^|^19920822^|^fo^|^adc^|^98^|^fn^|^MMC^|^PR^|^1
46189181^|^1^|^1^|^1^|^1^|^1^|^IND^|^1130541340^|^13013509^|^9123551^|^20170105^|^T12^|^T1235^|^T1236^|^T1237^|^30541310^|^137^|^1214666^|^137^|^137^|^187^|^20180306^|^20201230^|^1461200001309003249109397810607030^|^I^|^rg^|^MMC^|^19840531^|^fo^|^adc^|^98^|^fn^|^MMO^|^PR^|^1
46189182^|^0^|^0^|^1^|^1^|^0^|^IND^|^1130541341^|^13013510^|^9123552^|^20170725^|^T12^|^T1235^|^T1236^|^T1237^|^30541311^|^138^|^1214667^|^138^|^138^|^188^|^20180910^|^20201230^|^1461200001309003249109397810607031^|^I^|^rg^|^MMC^|^20070726^|^fo^|^abc^|^96^|^fn^|^MMC^|^PR^|^1
46189183^|^1^|^0^|^0^|^0^|^0^|^IND^|^1130541342^|^13013511^|^9123553^|^20170618^|^T12^|^T1235^|^T1236^|^T1237^|^30541312^|^139^|^1214668^|^139^|^139^|^189^|^20181006^|^20201230^|^1461200001309003249109397810607032^|^I^|^rg^|^MMO^|^19931103^|^fo^|^abc^|^96^|^fn^|^MMC^|^PR^|^1
46189184^|^0^|^1^|^1^|^0^|^1^|^ORG^|^1130541343^|^13013512^|^9123554^|^20170419^|^T12^|^T1235^|^T1236^|^T1237^|^30541313^|^140^|^1214669^|^140^|^140^|^190^|^20181128^|^20201230^|^1461200001309003249109397810607033^|^RG^|^rg^|^MMC^|^19980711^|^fo^|^abc^|^98^|^fn^|^MMO^|^PR^|^1
46189185^|^0^|^1^|^1^|^0^|^1^|^ORG^|^1130541344^|^13013513^|^9123555^|^20161101^|^T12^|^T1235^|^T1236^|^T1237^|^30541314^|^141^|^1214670^|^141^|^141^|^191^|^20180807^|^20201230^|^1461200001309003249109397810607034^|^I^|^rg^|^MMO^|^20020505^|^fo^|^adc^|^98^|^fn^|^MMO^|^PR^|^1
46189186^|^0^|^1^|^1^|^1^|^1^|^IND^|^1130541345^|^13013514^|^9123556^|^20160730^|^T12^|^T1235^|^T1236^|^T1237^|^30541315^|^142^|^1214671^|^142^|^142^|^192^|^20181202^|^20201230^|^1461200001309003249109397810607035^|^B^|^rg^|^MMC^|^19810121^|^fo^|^adc^|^98^|^fn^|^MMC^|^PR^|^1
46189187^|^0^|^0^|^0^|^0^|^0^|^ORG^|^1130541346^|^13013515^|^9123557^|^20161203^|^T12^|^T1235^|^T1236^|^T1237^|^30541316^|^143^|^1214672^|^143^|^143^|^193^|^20181127^|^20201230^|^1461200001309003249109397810607036^|^B^|^rg^|^MMC^|^19810818^|^fo^|^adc^|^96^|^fn^|^MMO^|^PR^|^1
46189188^|^1^|^0^|^1^|^1^|^1^|^IND^|^1130541347^|^13013516^|^9123558^|^20170201^|^T12^|^T1235^|^T1236^|^T1237^|^30541317^|^144^|^1214673^|^144^|^144^|^194^|^20180103^|^20201230^|^1461200001309003249109397810607037^|^I^|^rg^|^MMC^|^19920706^|^fo^|^adc^|^98^|^fn^|^MMO^|^PR^|^1
46189189^|^1^|^0^|^1^|^1^|^0^|^IND^|^1130541348^|^13013517^|^9123559^|^20170113^|^T12^|^T1235^|^T1236^|^T1237^|^30541318^|^145^|^1214674^|^145^|^145^|^195^|^20180813^|^20201230^|^1461200001309003249109397810607038^|^RG^|^rg^|^MMO^|^19810813^|^fo^|^adc^|^96^|^fn^|^MMC^|^PR^|^1
46189190^|^0^|^1^|^1^|^1^|^1^|^IND^|^1130541349^|^13013518^|^9123560^|^20161122^|^T12^|^T1235^|^T1236^|^T1237^|^30541319^|^146^|^1214675^|^146^|^146^|^196^|^20180607^|^20201230^|^1461200001309003249109397810607039^|^B^|^rg^|^MMO^|^20090809^|^fo^|^abc^|^96^|^fn^|^MMO^|^PR^|^1
46189191^|^1^|^0^|^1^|^0^|^1^|^ORG^|^1130541350^|^13013519^|^9123561^|^20161016^|^T12^|^T1235^|^T1236^|^T1237^|^30541320^|^147^|^1214676^|^147^|^147^|^197^|^20180901^|^20201230^|^1461200001309003249109397810607040^|^RG^|^rg^|^MMC^|^19830711^|^fo^|^abc^|^96^|^fn^|^MMO^|^PR^|^1
46189192^|^1^|^0^|^0^|^0^|^1^|^ORG^|^1130541351^|^13013520^|^9123562^|^20170708^|^T12^|^T1235^|^T1236^|^T1237^|^30541321^|^148^|^1214677^|^148^|^148^|^198^|^20180805^|^20201230^|^1461200001309003249109397810607041^|^I^|^rg^|^MMO^|^19890414^|^fo^|^abc^|^98^|^fn^|^MMC^|^PR^|^1
46189193^|^1^|^0^|^0^|^0^|^0^|^IND^|^1130541352^|^13013521^|^9123563^|^20170330^|^T12^|^T1235^|^T1236^|^T1237^|^30541322^|^149^|^1214678^|^149^|^149^|^199^|^20181212^|^20201230^|^1461200001309003249109397810607042^|^B^|^rg^|^MMC^|^20030416^|^fo^|^abc^|^96^|^fn^|^MMO^|^PR^|^1
46189194^|^1^|^0^|^0^|^1^|^1^|^ORG^|^1130541353^|^13013522^|^9123564^|^20170331^|^T12^|^T1235^|^T1236^|^T1237^|^30541323^|^150^|^1214679^|^150^|^150^|^200^|^20180117^|^20201230^|^1461200001309003249109397810607043^|^RG^|^rg^|^MMC^|^20000618^|^fo^|^abc^|^98^|^fn^|^MMO^|^PR^|^1
46189195^|^1^|^0^|^0^|^0^|^0^|^IND^|^1130541354^|^13013523^|^9123565^|^20170411^|^T12^|^T1235^|^T1236^|^T1237^|^30541324^|^151^|^1214680^|^151^|^151^|^201^|^20181024^|^20201230^|^1461200001309003249109397810607044^|^RG^|^rg^|^MMO^|^19961015^|^fo^|^adc^|^96^|^fn^|^MMC^|^PR^|^1
46189196^|^0^|^0^|^1^|^0^|^1^|^ORG^|^1130541355^|^13013524^|^9123566^|^20161123^|^T12^|^T1235^|^T1236^|^T1237^|^30541325^|^152^|^1214681^|^152^|^152^|^202^|^20180412^|^20201230^|^1461200001309003249109397810607045^|^B^|^rg^|^MMC^|^19971128^|^fo^|^abc^|^98^|^fn^|^MMO^|^PR^|^1
46189197^|^0^|^1^|^1^|^0^|^0^|^ORG^|^1130541356^|^13013525^|^9123567^|^20161215^|^T12^|^T1235^|^T1236^|^T1237^|^30541326^|^153^|^1214682^|^153^|^153^|^203^|^20181029^|^20201230^|^1461200001309003249109397810607046^|^I^|^rg^|^MMC^|^19830319^|^fo^|^adc^|^96^|^fn^|^MMO^|^PR^|^1
46189198^|^0^|^1^|^0^|^1^|^1^|^IND^|^1130541357^|^13013526^|^9123568^|^20160403^|^T12^|^T1235^|^T1236^|^T1237^|^30541327^|^154^|^1214683^|^154^|^154^|^204^|^20180915^|^20201230^|^1461200001309003249109397810607047^|^B^|^rg^|^MMC^|^19860117^|^fo^|^adc^|^98^|^fn^|^MMO^|^PR^|^1
46189199^|^0^|^0^|^0^|^0^|^1^|^ORG^|^1130541358^|^13013527^|^9123569^|^20170720^|^T12^|^T1235^|^T1236^|^T1237^|^30541328^|^155^|^1214684^|^155^|^155^|^205^|^20180617^|^20201230^|^1461200001309003249109397810607048^|^B^|^rg^|^MMO^|^20000415^|^fo^|^adc^|^98^|^fn^|^MMO^|^PR^|^1
46189200^|^1^|^0^|^0^|^0^|^1^|^ORG^|^1130541359^|^13013528^|^9123570^|^20170110^|^T12^|^T1235^|^T1236^|^T1237^|^30541329^|^156^|^1214685^|^156^|^156^|^206^|^20180208^|^20201230^|^1461200001309003249109397810607049^|^B^|^rg^|^MMC^|^19820818^|^fo^|^abc^|^96^|^fn^|^MMO^|^PR^|^1
46189201^|^0^|^0^|^1^|^0^|^0^|^ORG^|^1130541360^|^13013529^|^9123571^|^20161211^|^T12^|^T1235^|^T1236^|^T1237^|^30541330^|^157^|^1214686^|^157^|^157^|^207^|^20181106^|^20201230^|^1461200001309003249109397810607050^|^I^|^rg^|^MMC^|^20030816^|^fo^|^abc^|^98^|^fn^|^MMC^|^PR^|^1
46189202^|^0^|^0^|^0^|^1^|^1^|^IND^|^1130541361^|^13013530^|^9123572^|^20161214^|^T12^|^T1235^|^T1236^|^T1237^|^30541331^|^158^|^1214687^|^158^|^158^|^208^|^20180615^|^20201230^|^1461200001309003249109397810607051^|^I^|^rg^|^MMC^|^19901229^|^fo^|^adc^|^98^|^fn^|^MMC^|^PR^|^1
46189203^|^1^|^1^|^0^|^1^|^1^|^IND^|^1130541362^|^13013531^|^9123573^|^20161213^|^T12^|^T1235^|^T1236^|^T1237^|^30541332^|^159^|^1214688^|^159^|^159^|^209^|^20180912^|^20201230^|^1461200001309003249109397810607052^|^B^|^rg^|^MMC^|^20100717^|^fo^|^adc^|^96^|^fn^|^MMO^|^PR^|^1
46189204^|^1^|^1^|^1^|^1^|^0^|^IND^|^1130541363^|^13013532^|^9123574^|^20170721^|^T12^|^T1235^|^T1236^|^T1237^|^30541333^|^160^|^1214689^|^160^|^160^|^210^|^20180717^|^20201230^|^1461200001309003249109397810607053^|^I^|^rg^|^MMC^|^19891028^|^fo^|^adc^|^96^|^fn^|^MMC^|^PR^|^1
46189205^|^0^|^1^|^1^|^0^|^0^|^IND^|^1130541364^|^13013533^|^9123575^|^20170418^|^T12^|^T1235^|^T1236^|^T1237^|^30541334^|^161^|^1214690^|^161^|^161^|^211^|^20180306^|^20201230^|^1461200001309003249109397810607054^|^B^|^rg^|^MMC^|^19990818^|^fo^|^abc^|^98^|^fn^|^MMC^|^PR^|^1
46189206^|^1^|^1^|^0^|^1^|^1^|^IND^|^1130541365^|^13013534^|^9123576^|^20170616^|^T12^|^T1235^|^T1236^|^T1237^|^30541335^|^162^|^1214691^|^162^|^162^|^212^|^20180928^|^20201230^|^1461200001309003249109397810607055^|^I^|^rg^|^MMO^|^20071030^|^fo^|^adc^|^98^|^fn^|^MMC^|^PR^|^1
46189207^|^0^|^0^|^0^|^1^|^1^|^ORG^|^1130541366^|^13013535^|^9123577^|^20160727^|^T12^|^T1235^|^T1236^|^T1237^|^30541336^|^163^|^1214692^|^163^|^163^|^213^|^20181221^|^20201230^|^1461200001309003249109397810607056^|^RG^|^rg^|^MMC^|^19960718^|^fo^|^abc^|^96^|^fn^|^MMC^|^PR^|^1
46189208^|^1^|^0^|^0^|^1^|^0^|^IND^|^1130541367^|^13013536^|^9123578^|^20170216^|^T12^|^T1235^|^T1236^|^T1237^|^30541337^|^164^|^1214693^|^164^|^164^|^214^|^20180719^|^20201230^|^1461200001309003249109397810607057^|^I^|^rg^|^MMO^|^20000123^|^fo^|^abc^|^96^|^fn^|^MMO^|^PR^|^1
46189209^|^0^|^0^|^0^|^0^|^1^|^ORG^|^1130541368^|^13013537^|^9123579^|^20160805^|^T12^|^T1235^|^T1236^|^T1237^|^30541338^|^165^|^1214694^|^165^|^165^|^215^|^20180912^|^20201230^|^1461200001309003249109397810607058^|^RG^|^rg^|^MMC^|^20080226^|^fo^|^adc^|^98^|^fn^|^MMC^|^PR^|^1
46189210^|^1^|^1^|^1^|^1^|^1^|^IND^|^1130541369^|^13013538^|^9123580^|^20170729^|^T12^|^T1235^|^T1236^|^T1237^|^30541339^|^166^|^1214695^|^166^|^166^|^216^|^20180718^|^20201230^|^1461200001309003249109397810607059^|^I^|^rg^|^MMO^|^19960911^|^fo^|^abc^|^96^|^fn^|^MMO^|^PR^|^1
46189211^|^0^|^1^|^1^|^0^|^0^|^IND^|^1130541370^|^13013539^|^9123581^|^20161025^|^T12^|^T1235^|^T1236^|^T1237^|^30541340^|^167^|^1214696^|^167^|^167^|^217^|^20180710^|^20201230^|^1461200001309003249109397810607060^|^B^|^rg^|^MMO^|^19820919^|^fo^|^adc^|^98^|^fn^|^MMC^|^PR^|^1
46189212^|^0^|^1^|^1^|^1^|^1^|^IND^|^1130541371^|^13013540^|^9123582^|^20160814^|^T12^|^T1235^|^T1236^|^T1237^|^30541341^|^168^|^1214697^|^168^|^168^|^218^|^20180108^|^20201230^|^1461200001309003249109397810607061^|^B^|^rg^|^MMO^|^20091122^|^fo^|^adc^|^98^|^fn^|^MMO^|^PR^|^1
46189213^|^1^|^0^|^0^|^0^|^1^|^IND^|^1130541372^|^13013541^|^9123583^|^20170609^|^T12^|^T1235^|^T1236^|^T1237^|^30541342^|^169^|^1214698^|^169^|^169^|^219^|^20181107^|^20201230^|^1461200001309003249109397810607062^|^I^|^rg^|^MMC^|^19820815^|^fo^|^adc^|^96^|^fn^|^MMC^|^PR^|^1
46189214^|^0^|^1^|^0^|^1^|^0^|^ORG^|^1130541373^|^13013542^|^9123584^|^20160416^|^T12^|^T1235^|^T1236^|^T1237^|^30541343^|^170^|^1214699^|^170^|^170^|^220^|^20180718^|^20201230^|^1461200001309003249109397810607063^|^I^|^rg^|^MMO^|^20000521^|^fo^|^adc^|^96^|^fn^|^MMC^|^PR^|^1
46189215^|^1^|^0^|^0^|^0^|^0^|^ORG^|^1130541374^|^13013543^|^9123585^|^20170527^|^T12^|^T1235^|^T1236^|^T1237^|^30541344^|^171^|^1214700^|^171^|^171^|^221^|^20180204^|^20201230^|^1461200001309003249109397810607064^|^I^|^rg^|^MMC^|^20071009^|^fo^|^abc^|^98^|^fn^|^MMO^|^PR^|^1
46189216^|^1^|^1^|^0^|^0^|^0^|^IND^|^1130541375^|^13013544^|^9123586^|^20161019^|^T12^|^T1235^|^T1236^|^T1237^|^30541345^|^172^|^1214701^|^172^|^172^|^222^|^20180905^|^20201230^|^1461200001309003249109397810607065^|^B^|^rg^|^MMO^|^19920126^|^fo^|^adc^|^96^|^fn^|^MMO^|^PR^|^1
46189217^|^0^|^1^|^0^|^1^|^0^|^ORG^|^1130541376^|^13013545^|^9123587^|^20170707^|^T12^|^T1235^|^T1236^|^T1237^|^30541346^|^173^|^1214702^|^173^|^173^|^223^|^20180719^|^20201230^|^1461200001309003249109397810607066^|^B^|^rg^|^MMC^|^19850117^|^fo^|^abc^|^96^|^fn^|^MMO^|^PR^|^1
46189218^|^0^|^0^|^1^|^0^|^1^|^IND^|^1130541377^|^13013546^|^9123588^|^20170620^|^T12^|^T1235^|^T1236^|^T1237^|^30541347^|^174^|^1214703^|^174^|^174^|^224^|^20180520^|^20201230^|^1461200001309003249109397810607067^|^I^|^rg^|^MMO^|^19870421^|^fo^|^abc^|^98^|^fn^|^MMO^|^PR^|^1
46189219^|^1^|^0^|^1^|^1^|^0^|^IND^|^1130541378^|^13013547^|^9123589^|^20161026^|^T12^|^T1235^|^T1236^|^T1237^|^30541348^|^175^|^1214704^|^175^|^175^|^225^|^20180523^|^20201230^|^1461200001309003249109397810607068^|^RG^|^rg^|^MMO^|^20100328^|^fo^|^adc^|^98^|^fn^|^MMC^|^PR^|^1
46189220^|^0^|^1^|^1^|^1^|^0^|^IND^|^1130541379^|^13013548^|^9123590^|^20160909^|^T12^|^T1235^|^T1236^|^T1237^|^30541349^|^176^|^1214705^|^176^|^176^|^226^|^20180705^|^20201230^|^1461200001309003249109397810607069^|^B^|^rg^|^MMO^|^19891222^|^fo^|^adc^|^96^|^fn^|^MMO^|^PR^|^1
46189221^|^0^|^1^|^0^|^1^|^0^|^ORG^|^1130541380^|^13013549^|^9123591^|^20170228^|^T12^|^T1235^|^T1236^|^T1237^|^30541350^|^177^|^1214706^|^177^|^177^|^227^|^20180127^|^20201230^|^1461200001309003249109397810607070^|^I^|^rg^|^MMC^|^19980919^|^fo^|^adc^|^98^|^fn^|^MMC^|^PR^|^1
46189222^|^0^|^1^|^0^|^1^|^0^|^ORG^|^1130541381^|^13013550^|^9123592^|^20160630^|^T12^|^T1235^|^T1236^|^T1237^|^30541351^|^178^|^1214707^|^178^|^178^|^228^|^20180619^|^20201230^|^1461200001309003249109397810607071^|^RG^|^rg^|^MMC^|^19850823^|^fo^|^abc^|^96^|^fn^|^MMC^|^PR^|^1
46189223^|^0^|^0^|^1^|^1^|^1^|^IND^|^1130541382^|^13013551^|^9123593^|^20170310^|^T12^|^T1235^|^T1236^|^T1237^|^30541352^|^179^|^1214708^|^179^|^179^|^229^|^20181103^|^20201230^|^1461200001309003249109397810607072^|^I^|^rg^|^MMO^|^19900929^|^fo^|^abc^|^98^|^fn^|^MMC^|^PR^|^1
46189224^|^0^|^1^|^0^|^1^|^1^|^ORG^|^1130541383^|^13013552^|^9123594^|^20170501^|^T12^|^T1235^|^T1236^|^T1237^|^30541353^|^180^|^1214709^|^180^|^180^|^230^|^20180204^|^20201230^|^1461200001309003249109397810607073^|^I^|^rg^|^MMO^|^19940829^|^fo^|^adc^|^96^|^fn^|^MMO^|^PR^|^1
46189225^|^0^|^1^|^0^|^0^|^1^|^IND^|^1130541384^|^13013553^|^9123595^|^20170511^|^T12^|^T1235^|^T1236^|^T1237^|^30541354^|^181^|^1214710^|^181^|^181^|^231^|^20181123^|^20201230^|^1461200001309003249109397810607074^|^RG^|^rg^|^MMC^|^19911231^|^fo^|^adc^|^98^|^fn^|^MMC^|^PR^|^1
46189226^|^0^|^0^|^0^|^1^|^1^|^IND^|^1130541385^|^13013554^|^9123596^|^20160910^|^T12^|^T1235^|^T1236^|^T1237^|^30541355^|^182^|^1214711^|^182^|^182^|^232^|^20180929^|^20201230^|^1461200001309003249109397810607075^|^RG^|^rg^|^MMO^|^19940827^|^fo^|^adc^|^98^|^fn^|^MMC^|^PR^|^1
46189227^|^0^|^1^|^1^|^1^|^0^|^IND^|^1130541386^|^13013555^|^9123597^|^20161212^|^T12^|^T1235^|^T1236^|^T1237^|^30541356^|^183^|^1214712^|^183^|^183^|^233^|^20180110^|^20201230^|^1461200001309003249109397810607076^|^RG^|^rg^|^MMO^|^19970111^|^fo^|^abc^|^98^|^fn^|^MMO^|^PR^|^1
46189228^|^1^|^0^|^0^|^1^|^1^|^IND^|^1130541387^|^13013556^|^9123598^|^20160821^|^T12^|^T1235^|^T1236^|^T1237^|^30541357^|^184^|^1214713^|^184^|^184^|^234^|^20180514^|^20201230^|^1461200001309003249109397810607077^|^RG^|^rg^|^MMO^|^19910525^|^fo^|^adc^|^96^|^fn^|^MMO^|^PR^|^1
46189229^|^0^|^1^|^0^|^0^|^0^|^IND^|^1130541388^|^13013557^|^9123599^|^20170206^|^T12^|^T1235^|^T1236^|^T1237^|^30541358^|^185^|^1214714^|^185^|^185^|^235^|^20180130^|^20201230^|^1461200001309003249109397810607078^|^RG^|^rg^|^MMO^|^19970810^|^fo^|^abc^|^98^|^fn^|^MMC^|^PR^|^1
46189230^|^1^|^0^|^0^|^0^|^0^|^IND^|^1130541389^|^13013558^|^9123600^|^20160803^|^T12^|^T1235^|^T1236^|^T1237^|^30541359^|^186^|^1214715^|^186^|^186^|^236^|^20180509^|^20201230^|^1461200001309003249109397810607079^|^I^|^rg^|^MMC^|^19990930^|^fo^|^adc^|^96^|^fn^|^MMC^|^PR^|^1
46189231^|^1^|^1^|^1^|^1^|^0^|^IND^|^1130541390^|^13013559^|^9123601^|^20170523^|^T12^|^T1235^|^T1236^|^T1237^|^30541360^|^187^|^1214716^|^187^|^187^|^237^|^20181019^|^20201230^|^1461200001309003249109397810607080^|^I^|^rg^|^MMO^|^19830508^|^fo^|^adc^|^96^|^fn^|^MMC^|^PR^|^1
46189232^|^0^|^0^|^1^|^0^|^1^|^IND^|^1130541391^|^13013560^|^9123602^|^20160810^|^T12^|^T1235^|^T1236^|^T1237^|^30541361^|^188^|^1214717^|^188^|^188^|^238^|^20181010^|^20201230^|^1461200001309003249109397810607081^|^B^|^rg^|^MMO^|^19870106^|^fo^|^adc^|^96^|^fn^|^MMO^|^PR^|^1
46189233^|^0^|^0^|^0^|^1^|^1^|^ORG^|^1130541392^|^13013561^|^9123603^|^20160528^|^T12^|^T1235^|^T1236^|^T1237^|^30541362^|^189^|^1214718^|^189^|^189^|^239^|^20181025^|^20201230^|^1461200001309003249109397810607082^|^I^|^rg^|^MMC^|^19981219^|^fo^|^adc^|^96^|^fn^|^MMO^|^PR^|^1
