customer_id^|^is_mobile_customer^|^is_cable_customer^|^is_dsl_customer^|^is_prospect^|^is_building^|^cust_sub_type_cd^|^mobile_ban^|^dsl_customer_number^|^cab_accnt_nr^|^cust_status_dt^|^cust_status_cd^|^cust_stat_rsn_cd^|^cust_lob^|^cab_pers_id_cab_me^|^cable_customer_number^|^cab_building_id^|^convergent_person_id^|^household_id^|^building_id^|^legacy_customer_id^|^cust_valid_from_dt^|^cust_valid_until_dt^|^legacy_kgs44_id^|^account_type^|^account_sub_type^|^market_code^|^birthday^|^PARTITIONKEY^|^first_offer
82123839^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541489^|^13013489^|^9123700^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541489^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82123840^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541490^|^13013490^|^9123701^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541490^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82123841^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541491^|^13013491^|^9123702^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541491^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82123842^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541492^|^13013492^|^9123703^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541492^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82123843^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541493^|^13013493^|^9123704^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541493^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82123844^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541494^|^13013494^|^9123705^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541494^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82123845^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541495^|^13013495^|^9123706^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541495^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82123846^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541496^|^13013496^|^9123707^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541496^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82123847^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541497^|^13013497^|^9123708^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541497^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82123848^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541498^|^13013498^|^9123709^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541498^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82123849^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541499^|^13013499^|^9123710^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541499^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82123850^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541500^|^13013500^|^9123711^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541500^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82123851^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541501^|^13013501^|^9123712^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541501^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82123852^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541502^|^13013502^|^9123713^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541502^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82123853^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541503^|^13013503^|^9123714^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541503^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82123854^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541504^|^13013504^|^9123715^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541504^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82123855^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541505^|^13013505^|^9123716^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541505^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82123856^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541506^|^13013506^|^9123717^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541506^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82123857^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541507^|^13013507^|^9123718^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541507^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82123858^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541508^|^13013508^|^9123719^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541508^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82123859^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541509^|^13013509^|^9123720^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541509^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82123860^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541510^|^13013510^|^9123721^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541510^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82123861^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541511^|^13013511^|^9123722^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541511^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82123862^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541512^|^13013512^|^9123723^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541512^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82123863^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541513^|^13013513^|^9123724^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541513^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82123864^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541514^|^13013514^|^9123725^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541514^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82123865^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541515^|^13013515^|^9123726^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541515^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82123866^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541516^|^13013516^|^9123727^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541516^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82123867^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541517^|^13013517^|^9123728^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541517^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82123868^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541518^|^13013518^|^9123729^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541518^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82123869^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541519^|^13013519^|^9123730^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541519^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82123870^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541520^|^13013520^|^9123731^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541520^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82123871^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541521^|^13013521^|^9123732^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541521^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82123872^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541522^|^13013522^|^9123733^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541522^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82123873^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541523^|^13013523^|^9123734^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541523^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82123874^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541524^|^13013524^|^9123735^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541524^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82123875^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541525^|^13013525^|^9123736^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541525^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82123876^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541526^|^13013526^|^9123737^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541526^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82123877^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541527^|^13013527^|^9123738^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541527^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82123878^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541528^|^13013528^|^9123739^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541528^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82123879^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541529^|^13013529^|^9123740^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541529^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82123880^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541530^|^13013530^|^9123741^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541530^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82123881^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541531^|^13013531^|^9123742^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541531^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82123882^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541532^|^13013532^|^9123743^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541532^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82123883^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541533^|^13013533^|^9123744^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541533^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82123884^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541534^|^13013534^|^9123745^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541534^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82123885^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541535^|^13013535^|^9123746^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541535^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82123886^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541536^|^13013536^|^9123747^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541536^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82123887^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541537^|^13013537^|^9123748^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541537^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82123888^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541538^|^13013538^|^9123749^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541538^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82123889^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541539^|^13013539^|^9123750^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541539^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82123890^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541540^|^13013540^|^9123751^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541540^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82123891^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541541^|^13013541^|^9123752^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541541^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82123892^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541542^|^13013542^|^9123753^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541542^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82123893^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541543^|^13013543^|^9123754^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541543^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82123894^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541544^|^13013544^|^9123755^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541544^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82123895^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541545^|^13013545^|^9123756^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541545^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82123896^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541546^|^13013546^|^9123757^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541546^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82123897^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541547^|^13013547^|^9123758^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541547^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82123898^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541548^|^13013548^|^9123759^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541548^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82123899^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541549^|^13013549^|^9123760^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541549^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82123900^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541550^|^13013550^|^9123761^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541550^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82123901^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541551^|^13013551^|^9123762^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541551^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82123902^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541552^|^13013552^|^9123763^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541552^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82123903^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541553^|^13013553^|^9123764^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541553^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82123904^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541554^|^13013554^|^9123765^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541554^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82123905^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541555^|^13013555^|^9123766^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541555^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82123906^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541556^|^13013556^|^9123767^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541556^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82123907^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541557^|^13013557^|^9123768^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541557^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82123908^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541558^|^13013558^|^9123769^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541558^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82123909^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541559^|^13013559^|^9123770^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541559^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82123910^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541560^|^13013560^|^9123771^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541560^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82123911^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541561^|^13013561^|^9123772^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541561^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82123912^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541562^|^13013562^|^9123773^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541562^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82123913^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541563^|^13013563^|^9123774^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541563^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82123914^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541564^|^13013564^|^9123775^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541564^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82123915^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541565^|^13013565^|^9123776^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541565^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82123916^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541566^|^13013566^|^9123777^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541566^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82123917^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541567^|^13013567^|^9123778^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541567^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82123918^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541568^|^13013568^|^9123779^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541568^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82123919^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541569^|^13013569^|^9123780^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541569^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82123920^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541570^|^13013570^|^9123781^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541570^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82123921^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541571^|^13013571^|^9123782^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541571^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82123922^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541572^|^13013572^|^9123783^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541572^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82123923^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541573^|^13013573^|^9123784^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541573^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82123924^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541574^|^13013574^|^9123785^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541574^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
