customer_id^|^is_mobile_customer^|^is_cable_customer^|^is_dsl_customer^|^is_prospect^|^is_building^|^cust_sub_type_cd^|^mobile_ban^|^dsl_customer_number^|^cab_accnt_nr^|^cust_status_dt^|^cust_status_cd^|^cust_stat_rsn_cd^|^cust_lob^|^cab_pers_id_cab_me^|^cable_customer_number^|^cab_building_id^|^convergent_person_id^|^household_id^|^building_id^|^legacy_customer_id^|^cust_valid_from_dt^|^cust_valid_until_dt^|^legacy_kgs44_id^|^account_type^|^account_sub_type^|^market_code^|^birthday^|^partitionkey^|^first_offer^|^email_address^|^mobile_number^|^fullname^|^prefix_txt
45190267^|^0^|^1^|^1^|^0^|^0^|^ORG^|^1130542426^|^13014595^|^9124637^|^20161015^|^T12^|^T1235^|^T1236^|^T1237^|^30542396^|^904021^|^1215752^|^1203^|^1217^|^1273^|^20180521^|^20201230^|^1461200001309003249109397810608116^|^RG^|^rg^|^MMC^|^20030410^|^1218^|^fo^|^abc^|^98^|^fn^|^MMO
45190268^|^1^|^1^|^1^|^0^|^0^|^IND^|^1130542427^|^13014596^|^9124638^|^20160721^|^T12^|^T1235^|^T1236^|^T1237^|^30542397^|^904022^|^1215753^|^1204^|^1218^|^1274^|^20180603^|^20201230^|^1461200001309003249109397810608117^|^I^|^rg^|^MMO^|^20000725^|^1219^|^fo^|^abc^|^98^|^fn^|^MMC
45190269^|^1^|^1^|^0^|^0^|^0^|^IND^|^1130542428^|^13014597^|^9124639^|^20161206^|^T12^|^T1235^|^T1236^|^T1237^|^30542398^|^904023^|^1215754^|^1205^|^1219^|^1275^|^20180126^|^20201230^|^1461200001309003249109397810608118^|^I^|^rg^|^MMC^|^19920108^|^1220^|^fo^|^adc^|^98^|^fn^|^MMO
45190270^|^1^|^1^|^1^|^1^|^0^|^ORG^|^1130542429^|^13014598^|^9124640^|^20160816^|^T12^|^T1235^|^T1236^|^T1237^|^30542399^|^904024^|^1215755^|^1206^|^1220^|^1276^|^20181026^|^20201230^|^1461200001309003249109397810608119^|^RG^|^rg^|^MMC^|^20020901^|^1221^|^fo^|^adc^|^96^|^fn^|^MMO
45190271^|^1^|^1^|^1^|^0^|^0^|^IND^|^1130542430^|^13014599^|^9124641^|^20160930^|^T12^|^T1235^|^T1236^|^T1237^|^30542400^|^904025^|^1215756^|^1207^|^1221^|^1277^|^20180216^|^20201230^|^1461200001309003249109397810608120^|^RG^|^rg^|^MMO^|^20090211^|^1222^|^fo^|^abc^|^98^|^fn^|^MMO
45190272^|^0^|^1^|^1^|^1^|^1^|^IND^|^1130542431^|^13014600^|^9124642^|^20170609^|^T12^|^T1235^|^T1236^|^T1237^|^30542401^|^904026^|^1215757^|^1208^|^1222^|^1278^|^20180806^|^20201230^|^1461200001309003249109397810608121^|^I^|^rg^|^MMO^|^20030206^|^1223^|^fo^|^abc^|^98^|^fn^|^MMC
45190273^|^0^|^1^|^1^|^0^|^1^|^ORG^|^1130542432^|^13014601^|^9124643^|^20160907^|^T12^|^T1235^|^T1236^|^T1237^|^30542402^|^904027^|^1215758^|^1209^|^1223^|^1279^|^20180514^|^20201230^|^1461200001309003249109397810608122^|^B^|^rg^|^MMO^|^19940305^|^1224^|^fo^|^abc^|^96^|^fn^|^MMO
45190274^|^1^|^1^|^0^|^1^|^1^|^ORG^|^1130542433^|^13014602^|^9124644^|^20160808^|^T12^|^T1235^|^T1236^|^T1237^|^30542403^|^904028^|^1215759^|^1210^|^1224^|^1280^|^20180301^|^20201230^|^1461200001309003249109397810608123^|^RG^|^rg^|^MMO^|^19870329^|^1225^|^fo^|^abc^|^98^|^fn^|^MMC
45190275^|^0^|^0^|^1^|^0^|^1^|^IND^|^1130542434^|^13014603^|^9124645^|^20170205^|^T12^|^T1235^|^T1236^|^T1237^|^30542404^|^904029^|^1215760^|^1211^|^1225^|^1281^|^20181209^|^20201230^|^1461200001309003249109397810608124^|^B^|^rg^|^MMC^|^20081122^|^1226^|^fo^|^abc^|^98^|^fn^|^MMO
45190276^|^1^|^1^|^0^|^1^|^0^|^ORG^|^1130542435^|^13014604^|^9124646^|^20170531^|^T12^|^T1235^|^T1236^|^T1237^|^30542405^|^904030^|^1215761^|^1212^|^1226^|^1282^|^20180113^|^20201230^|^1461200001309003249109397810608125^|^I^|^rg^|^MMC^|^20020901^|^1227^|^fo^|^abc^|^98^|^fn^|^MMO
45190277^|^1^|^1^|^1^|^0^|^1^|^ORG^|^1130542436^|^13014605^|^9124647^|^20170621^|^T12^|^T1235^|^T1236^|^T1237^|^30542406^|^904031^|^1215762^|^1213^|^1227^|^1283^|^20180209^|^20201230^|^1461200001309003249109397810608126^|^RG^|^rg^|^MMO^|^19990719^|^1228^|^fo^|^abc^|^96^|^fn^|^MMC
45190278^|^1^|^0^|^1^|^1^|^1^|^IND^|^1130542437^|^13014606^|^9124648^|^20161102^|^T12^|^T1235^|^T1236^|^T1237^|^30542407^|^904032^|^1215763^|^1214^|^1228^|^1284^|^20181118^|^20201230^|^1461200001309003249109397810608127^|^RG^|^rg^|^MMO^|^19820330^|^1229^|^fo^|^adc^|^98^|^fn^|^MMO
45190279^|^0^|^0^|^1^|^1^|^0^|^ORG^|^1130542438^|^13014607^|^9124649^|^20170729^|^T12^|^T1235^|^T1236^|^T1237^|^30542408^|^904033^|^1215764^|^1215^|^1229^|^1285^|^20180502^|^20201230^|^1461200001309003249109397810608128^|^I^|^rg^|^MMO^|^19991116^|^1230^|^fo^|^abc^|^96^|^fn^|^MMC
45190280^|^1^|^0^|^1^|^1^|^0^|^IND^|^1130542439^|^13014608^|^9124650^|^20170530^|^T12^|^T1235^|^T1236^|^T1237^|^30542409^|^904034^|^1215765^|^1216^|^1230^|^1286^|^20181124^|^20201230^|^1461200001309003249109397810608129^|^B^|^rg^|^MMC^|^19980423^|^1231^|^fo^|^adc^|^96^|^fn^|^MMO
45190281^|^0^|^0^|^0^|^1^|^0^|^ORG^|^1130542440^|^13014609^|^9124651^|^20170517^|^T12^|^T1235^|^T1236^|^T1237^|^30542410^|^904035^|^1215766^|^1217^|^1231^|^1287^|^20180527^|^20201230^|^1461200001309003249109397810608130^|^RG^|^rg^|^MMO^|^19871117^|^1232^|^fo^|^abc^|^98^|^fn^|^MMC
45190282^|^1^|^1^|^0^|^0^|^0^|^IND^|^1130542441^|^13014610^|^9124652^|^20170115^|^T12^|^T1235^|^T1236^|^T1237^|^30542411^|^904036^|^1215767^|^1218^|^1232^|^1288^|^20181110^|^20201230^|^1461200001309003249109397810608131^|^RG^|^rg^|^MMC^|^20030520^|^1233^|^fo^|^adc^|^98^|^fn^|^MMO
45190283^|^1^|^0^|^0^|^1^|^0^|^IND^|^1130542442^|^13014611^|^9124653^|^20161116^|^T12^|^T1235^|^T1236^|^T1237^|^30542412^|^904037^|^1215768^|^1219^|^1233^|^1289^|^20180408^|^20201230^|^1461200001309003249109397810608132^|^B^|^rg^|^MMO^|^20010923^|^1234^|^fo^|^adc^|^98^|^fn^|^MMC
45190284^|^0^|^1^|^0^|^0^|^0^|^ORG^|^1130542443^|^13014612^|^9124654^|^20170216^|^T12^|^T1235^|^T1236^|^T1237^|^30542413^|^904038^|^1215769^|^1220^|^1234^|^1290^|^20180815^|^20201230^|^1461200001309003249109397810608133^|^I^|^rg^|^MMO^|^19930517^|^1235^|^fo^|^abc^|^98^|^fn^|^MMC
45190285^|^1^|^0^|^0^|^1^|^0^|^ORG^|^1130542444^|^13014613^|^9124655^|^20161115^|^T12^|^T1235^|^T1236^|^T1237^|^30542414^|^904039^|^1215770^|^1221^|^1235^|^1291^|^20181011^|^20201230^|^1461200001309003249109397810608134^|^I^|^rg^|^MMC^|^19910405^|^1236^|^fo^|^abc^|^96^|^fn^|^MMO
45190286^|^0^|^0^|^0^|^0^|^1^|^IND^|^1130542445^|^13014614^|^9124656^|^20160810^|^T12^|^T1235^|^T1236^|^T1237^|^30542415^|^904040^|^1215771^|^1222^|^1236^|^1292^|^20181217^|^20201230^|^1461200001309003249109397810608135^|^I^|^rg^|^MMC^|^20000315^|^1237^|^fo^|^adc^|^98^|^fn^|^MMO
45190287^|^1^|^0^|^1^|^1^|^1^|^IND^|^1130542446^|^13014615^|^9124657^|^20170422^|^T12^|^T1235^|^T1236^|^T1237^|^30542416^|^904041^|^1215772^|^1223^|^1237^|^1293^|^20181010^|^20201230^|^1461200001309003249109397810608136^|^B^|^rg^|^MMO^|^20060528^|^1238^|^fo^|^adc^|^98^|^fn^|^MMC
45190288^|^1^|^1^|^1^|^0^|^0^|^ORG^|^1130542447^|^13014616^|^9124658^|^20170527^|^T12^|^T1235^|^T1236^|^T1237^|^30542417^|^904042^|^1215773^|^1224^|^1238^|^1294^|^20180420^|^20201230^|^1461200001309003249109397810608137^|^B^|^rg^|^MMO^|^20050321^|^1239^|^fo^|^abc^|^98^|^fn^|^MMC
45190289^|^0^|^1^|^0^|^1^|^1^|^IND^|^1130542448^|^13014617^|^9124659^|^20160909^|^T12^|^T1235^|^T1236^|^T1237^|^30542418^|^904043^|^1215774^|^1225^|^1239^|^1295^|^20180317^|^20201230^|^1461200001309003249109397810608138^|^RG^|^rg^|^MMO^|^20050426^|^1240^|^fo^|^adc^|^98^|^fn^|^MMO
45190290^|^0^|^0^|^0^|^1^|^1^|^IND^|^1130542449^|^13014618^|^9124660^|^20160710^|^T12^|^T1235^|^T1236^|^T1237^|^30542419^|^904044^|^1215775^|^1226^|^1240^|^1296^|^20180713^|^20201230^|^1461200001309003249109397810608139^|^I^|^rg^|^MMO^|^19920720^|^1241^|^fo^|^abc^|^98^|^fn^|^MMO
45190291^|^1^|^0^|^0^|^1^|^1^|^IND^|^1130542450^|^13014619^|^9124661^|^20170114^|^T12^|^T1235^|^T1236^|^T1237^|^30542420^|^904045^|^1215776^|^1227^|^1241^|^1297^|^20180403^|^20201230^|^1461200001309003249109397810608140^|^B^|^rg^|^MMO^|^20071228^|^1242^|^fo^|^adc^|^96^|^fn^|^MMO
45190292^|^1^|^1^|^0^|^1^|^0^|^IND^|^1130542451^|^13014620^|^9124662^|^20161107^|^T12^|^T1235^|^T1236^|^T1237^|^30542421^|^904046^|^1215777^|^1228^|^1242^|^1298^|^20180320^|^20201230^|^1461200001309003249109397810608141^|^B^|^rg^|^MMO^|^19840713^|^1243^|^fo^|^abc^|^98^|^fn^|^MMO
45190293^|^1^|^0^|^0^|^0^|^1^|^IND^|^1130542452^|^13014621^|^9124663^|^20170312^|^T12^|^T1235^|^T1236^|^T1237^|^30542422^|^904047^|^1215778^|^1229^|^1243^|^1299^|^20180503^|^20201230^|^1461200001309003249109397810608142^|^B^|^rg^|^MMC^|^20101121^|^1244^|^fo^|^abc^|^96^|^fn^|^MMO
45190294^|^1^|^0^|^0^|^1^|^0^|^IND^|^1130542453^|^13014622^|^9124664^|^20161018^|^T12^|^T1235^|^T1236^|^T1237^|^30542423^|^904048^|^1215779^|^1230^|^1244^|^1300^|^20181123^|^20201230^|^1461200001309003249109397810608143^|^RG^|^rg^|^MMO^|^19930827^|^1245^|^fo^|^adc^|^98^|^fn^|^MMO
45190295^|^0^|^0^|^1^|^1^|^0^|^ORG^|^1130542454^|^13014623^|^9124665^|^20161224^|^T12^|^T1235^|^T1236^|^T1237^|^30542424^|^904049^|^1215780^|^1231^|^1245^|^1301^|^20180314^|^20201230^|^1461200001309003249109397810608144^|^B^|^rg^|^MMO^|^19971228^|^1246^|^fo^|^abc^|^98^|^fn^|^MMO
45190296^|^1^|^0^|^1^|^1^|^0^|^ORG^|^1130542455^|^13014624^|^9124666^|^20170722^|^T12^|^T1235^|^T1236^|^T1237^|^30542425^|^904050^|^1215781^|^1232^|^1246^|^1302^|^20180223^|^20201230^|^1461200001309003249109397810608145^|^B^|^rg^|^MMO^|^19870212^|^1247^|^fo^|^abc^|^96^|^fn^|^MMO
45190297^|^1^|^1^|^1^|^0^|^1^|^IND^|^1130542456^|^13014625^|^9124667^|^20160516^|^T12^|^T1235^|^T1236^|^T1237^|^30542426^|^904051^|^1215782^|^1233^|^1247^|^1303^|^20180707^|^20201230^|^1461200001309003249109397810608146^|^RG^|^rg^|^MMC^|^19830313^|^1248^|^fo^|^adc^|^98^|^fn^|^MMO
45190298^|^1^|^1^|^1^|^0^|^0^|^IND^|^1130542457^|^13014626^|^9124668^|^20170503^|^T12^|^T1235^|^T1236^|^T1237^|^30542427^|^904052^|^1215783^|^1234^|^1248^|^1304^|^20181203^|^20201230^|^1461200001309003249109397810608147^|^RG^|^rg^|^MMC^|^19840627^|^1249^|^fo^|^abc^|^96^|^fn^|^MMC
45190299^|^0^|^0^|^0^|^0^|^1^|^IND^|^1130542458^|^13014627^|^9124669^|^20160614^|^T12^|^T1235^|^T1236^|^T1237^|^30542428^|^904053^|^1215784^|^1235^|^1249^|^1305^|^20181027^|^20201230^|^1461200001309003249109397810608148^|^RG^|^rg^|^MMO^|^20090714^|^1250^|^fo^|^adc^|^98^|^fn^|^MMC
45190300^|^1^|^0^|^0^|^1^|^0^|^IND^|^1130542459^|^13014628^|^9124670^|^20160511^|^T12^|^T1235^|^T1236^|^T1237^|^30542429^|^904054^|^1215785^|^1236^|^1250^|^1306^|^20181116^|^20201230^|^1461200001309003249109397810608149^|^RG^|^rg^|^MMO^|^19971227^|^1251^|^fo^|^adc^|^98^|^fn^|^MMC
45190301^|^1^|^0^|^1^|^1^|^0^|^ORG^|^1130542460^|^13014629^|^9124671^|^20161006^|^T12^|^T1235^|^T1236^|^T1237^|^30542430^|^904055^|^1215786^|^1237^|^1251^|^1307^|^20181002^|^20201230^|^1461200001309003249109397810608150^|^I^|^rg^|^MMO^|^19991007^|^1252^|^fo^|^abc^|^98^|^fn^|^MMC
45190302^|^1^|^1^|^1^|^0^|^1^|^IND^|^1130542461^|^13014630^|^9124672^|^20161120^|^T12^|^T1235^|^T1236^|^T1237^|^30542431^|^904056^|^1215787^|^1238^|^1252^|^1308^|^20180315^|^20201230^|^1461200001309003249109397810608151^|^B^|^rg^|^MMC^|^20100409^|^1253^|^fo^|^adc^|^98^|^fn^|^MMC
45190303^|^1^|^0^|^1^|^1^|^0^|^ORG^|^1130542462^|^13014631^|^9124673^|^20161215^|^T12^|^T1235^|^T1236^|^T1237^|^30542432^|^904057^|^1215788^|^1239^|^1253^|^1309^|^20180512^|^20201230^|^1461200001309003249109397810608152^|^I^|^rg^|^MMO^|^20011110^|^1254^|^fo^|^abc^|^98^|^fn^|^MMO
45190304^|^1^|^0^|^1^|^0^|^1^|^ORG^|^1130542463^|^13014632^|^9124674^|^20160721^|^T12^|^T1235^|^T1236^|^T1237^|^30542433^|^904058^|^1215789^|^1240^|^1254^|^1310^|^20181209^|^20201230^|^1461200001309003249109397810608153^|^RG^|^rg^|^MMO^|^20080510^|^1255^|^fo^|^abc^|^96^|^fn^|^MMC
45190305^|^0^|^1^|^0^|^1^|^1^|^IND^|^1130542464^|^13014633^|^9124675^|^20161214^|^T12^|^T1235^|^T1236^|^T1237^|^30542434^|^904059^|^1215790^|^1241^|^1255^|^1311^|^20180305^|^20201230^|^1461200001309003249109397810608154^|^RG^|^rg^|^MMC^|^19870127^|^1256^|^fo^|^adc^|^98^|^fn^|^MMC
45190306^|^0^|^1^|^0^|^0^|^1^|^ORG^|^1130542465^|^13014634^|^9124676^|^20170501^|^T12^|^T1235^|^T1236^|^T1237^|^30542435^|^904060^|^1215791^|^1242^|^1256^|^1312^|^20180514^|^20201230^|^1461200001309003249109397810608155^|^B^|^rg^|^MMO^|^19950914^|^1257^|^fo^|^adc^|^96^|^fn^|^MMC
45190307^|^1^|^0^|^0^|^0^|^1^|^ORG^|^1130542466^|^13014635^|^9124677^|^20170519^|^T12^|^T1235^|^T1236^|^T1237^|^30542436^|^904061^|^1215792^|^1243^|^1257^|^1313^|^20180819^|^20201230^|^1461200001309003249109397810608156^|^I^|^rg^|^MMO^|^19920610^|^1258^|^fo^|^adc^|^96^|^fn^|^MMO
45190308^|^1^|^0^|^0^|^1^|^0^|^IND^|^1130542467^|^13014636^|^9124678^|^20161006^|^T12^|^T1235^|^T1236^|^T1237^|^30542437^|^904062^|^1215793^|^1244^|^1258^|^1314^|^20181002^|^20201230^|^1461200001309003249109397810608157^|^I^|^rg^|^MMC^|^20070705^|^1259^|^fo^|^abc^|^98^|^fn^|^MMC
45190309^|^1^|^1^|^1^|^1^|^1^|^ORG^|^1130542468^|^13014637^|^9124679^|^20170722^|^T12^|^T1235^|^T1236^|^T1237^|^30542438^|^904063^|^1215794^|^1245^|^1259^|^1315^|^20180227^|^20201230^|^1461200001309003249109397810608158^|^RG^|^rg^|^MMC^|^20000330^|^1260^|^fo^|^adc^|^98^|^fn^|^MMO
45190310^|^0^|^0^|^1^|^1^|^0^|^ORG^|^1130542469^|^13014638^|^9124680^|^20161016^|^T12^|^T1235^|^T1236^|^T1237^|^30542439^|^904064^|^1215795^|^1246^|^1260^|^1316^|^20180910^|^20201230^|^1461200001309003249109397810608159^|^RG^|^rg^|^MMO^|^19980222^|^1261^|^fo^|^adc^|^98^|^fn^|^MMO
45190311^|^1^|^1^|^0^|^0^|^0^|^ORG^|^1130542470^|^13014639^|^9124681^|^20170221^|^T12^|^T1235^|^T1236^|^T1237^|^30542440^|^904065^|^1215796^|^1247^|^1261^|^1317^|^20181223^|^20201230^|^1461200001309003249109397810608160^|^B^|^rg^|^MMC^|^19820828^|^1262^|^fo^|^adc^|^98^|^fn^|^MMO
45190312^|^1^|^0^|^0^|^0^|^1^|^IND^|^1130542471^|^13014640^|^9124682^|^20170409^|^T12^|^T1235^|^T1236^|^T1237^|^30542441^|^904066^|^1215797^|^1248^|^1262^|^1318^|^20181219^|^20201230^|^1461200001309003249109397810608161^|^B^|^rg^|^MMC^|^19900810^|^1263^|^fo^|^adc^|^98^|^fn^|^MMO
45190313^|^1^|^1^|^0^|^1^|^0^|^IND^|^1130542472^|^13014641^|^9124683^|^20170122^|^T12^|^T1235^|^T1236^|^T1237^|^30542442^|^904067^|^1215798^|^1249^|^1263^|^1319^|^20180728^|^20201230^|^1461200001309003249109397810608162^|^I^|^rg^|^MMO^|^20040803^|^1264^|^fo^|^adc^|^98^|^fn^|^MMC
45190314^|^0^|^1^|^1^|^0^|^0^|^IND^|^1130542473^|^13014642^|^9124684^|^20170715^|^T12^|^T1235^|^T1236^|^T1237^|^30542443^|^904068^|^1215799^|^1250^|^1264^|^1320^|^20181123^|^20201230^|^1461200001309003249109397810608163^|^RG^|^rg^|^MMC^|^19830806^|^1265^|^fo^|^adc^|^98^|^fn^|^MMO
45190315^|^1^|^1^|^1^|^1^|^0^|^IND^|^1130542474^|^13014643^|^9124685^|^20170208^|^T12^|^T1235^|^T1236^|^T1237^|^30542444^|^904069^|^1215800^|^1251^|^1265^|^1321^|^20180531^|^20201230^|^1461200001309003249109397810608164^|^RG^|^rg^|^MMO^|^20050208^|^1266^|^fo^|^adc^|^98^|^fn^|^MMC
45190316^|^0^|^1^|^1^|^0^|^0^|^ORG^|^1130542475^|^13014644^|^9124686^|^20170619^|^T12^|^T1235^|^T1236^|^T1237^|^30542445^|^904070^|^1215801^|^1252^|^1266^|^1322^|^20181013^|^20201230^|^1461200001309003249109397810608165^|^RG^|^rg^|^MMO^|^20060430^|^1267^|^fo^|^abc^|^98^|^fn^|^MMC
45190317^|^0^|^1^|^0^|^0^|^0^|^ORG^|^1130542476^|^13014645^|^9124687^|^20170318^|^T12^|^T1235^|^T1236^|^T1237^|^30542446^|^904071^|^1215802^|^1253^|^1267^|^1323^|^20180410^|^20201230^|^1461200001309003249109397810608166^|^RG^|^rg^|^MMC^|^20030409^|^1268^|^fo^|^adc^|^96^|^fn^|^MMC
45190318^|^1^|^1^|^1^|^1^|^0^|^ORG^|^1130542477^|^13014646^|^9124688^|^20170709^|^T12^|^T1235^|^T1236^|^T1237^|^30542447^|^904072^|^1215803^|^1254^|^1268^|^1324^|^20180716^|^20201230^|^1461200001309003249109397810608167^|^I^|^rg^|^MMO^|^20081126^|^1269^|^fo^|^adc^|^96^|^fn^|^MMC
45190319^|^0^|^1^|^1^|^0^|^1^|^IND^|^1130542478^|^13014647^|^9124689^|^20160423^|^T12^|^T1235^|^T1236^|^T1237^|^30542448^|^904073^|^1215804^|^1255^|^1269^|^1325^|^20180413^|^20201230^|^1461200001309003249109397810608168^|^B^|^rg^|^MMC^|^19841221^|^1270^|^fo^|^adc^|^98^|^fn^|^MMO
45190320^|^1^|^0^|^0^|^0^|^0^|^IND^|^1130542479^|^13014648^|^9124690^|^20161021^|^T12^|^T1235^|^T1236^|^T1237^|^30542449^|^904074^|^1215805^|^1256^|^1270^|^1326^|^20180105^|^20201230^|^1461200001309003249109397810608169^|^B^|^rg^|^MMC^|^19850923^|^1271^|^fo^|^abc^|^96^|^fn^|^MMO
45190321^|^0^|^1^|^0^|^0^|^1^|^ORG^|^1130542480^|^13014649^|^9124691^|^20170621^|^T12^|^T1235^|^T1236^|^T1237^|^30542450^|^904075^|^1215806^|^1257^|^1271^|^1327^|^20180506^|^20201230^|^1461200001309003249109397810608170^|^I^|^rg^|^MMC^|^19880913^|^1272^|^fo^|^abc^|^96^|^fn^|^MMO
45190322^|^0^|^1^|^1^|^1^|^0^|^IND^|^1130542481^|^13014650^|^9124692^|^20161014^|^T12^|^T1235^|^T1236^|^T1237^|^30542451^|^904076^|^1215807^|^1258^|^1272^|^1328^|^20180705^|^20201230^|^1461200001309003249109397810608171^|^B^|^rg^|^MMC^|^20070126^|^1273^|^fo^|^adc^|^98^|^fn^|^MMC
45190323^|^1^|^1^|^0^|^1^|^0^|^IND^|^1130542482^|^13014651^|^9124693^|^20160518^|^T12^|^T1235^|^T1236^|^T1237^|^30542452^|^904077^|^1215808^|^1259^|^1273^|^1329^|^20180408^|^20201230^|^1461200001309003249109397810608172^|^I^|^rg^|^MMO^|^19810320^|^1274^|^fo^|^adc^|^96^|^fn^|^MMO
45190324^|^0^|^1^|^1^|^1^|^0^|^ORG^|^1130542483^|^13014652^|^9124694^|^20160923^|^T12^|^T1235^|^T1236^|^T1237^|^30542453^|^904078^|^1215809^|^1260^|^1274^|^1330^|^20180926^|^20201230^|^1461200001309003249109397810608173^|^B^|^rg^|^MMO^|^19830317^|^1275^|^fo^|^abc^|^98^|^fn^|^MMC
45190325^|^0^|^0^|^1^|^0^|^1^|^IND^|^1130542484^|^13014653^|^9124695^|^20170305^|^T12^|^T1235^|^T1236^|^T1237^|^30542454^|^904079^|^1215810^|^1261^|^1275^|^1331^|^20181209^|^20201230^|^1461200001309003249109397810608174^|^B^|^rg^|^MMO^|^19860329^|^1276^|^fo^|^abc^|^96^|^fn^|^MMC
45190326^|^1^|^0^|^0^|^1^|^1^|^ORG^|^1130542485^|^13014654^|^9124696^|^20161202^|^T12^|^T1235^|^T1236^|^T1237^|^30542455^|^904080^|^1215811^|^1262^|^1276^|^1332^|^20180926^|^20201230^|^1461200001309003249109397810608175^|^RG^|^rg^|^MMO^|^19960921^|^1277^|^fo^|^abc^|^96^|^fn^|^MMC
45190327^|^1^|^0^|^0^|^1^|^1^|^IND^|^1130542486^|^13014655^|^9124697^|^20160407^|^T12^|^T1235^|^T1236^|^T1237^|^30542456^|^904081^|^1215812^|^1263^|^1277^|^1333^|^20181123^|^20201230^|^1461200001309003249109397810608176^|^B^|^rg^|^MMC^|^20090423^|^1278^|^fo^|^adc^|^96^|^fn^|^MMC
45190328^|^1^|^0^|^0^|^0^|^0^|^ORG^|^1130542487^|^13014656^|^9124698^|^20160827^|^T12^|^T1235^|^T1236^|^T1237^|^30542457^|^904082^|^1215813^|^1264^|^1278^|^1334^|^20181218^|^20201230^|^1461200001309003249109397810608177^|^I^|^rg^|^MMC^|^20000213^|^1279^|^fo^|^abc^|^98^|^fn^|^MMC
45190329^|^1^|^1^|^1^|^1^|^1^|^ORG^|^1130542488^|^13014657^|^9124699^|^20161024^|^T12^|^T1235^|^T1236^|^T1237^|^30542458^|^904083^|^1215814^|^1265^|^1279^|^1335^|^20181116^|^20201230^|^1461200001309003249109397810608178^|^RG^|^rg^|^MMO^|^19930312^|^1280^|^fo^|^abc^|^96^|^fn^|^MMO
45190330^|^0^|^1^|^1^|^0^|^0^|^ORG^|^1130542489^|^13014658^|^9124700^|^20161006^|^T12^|^T1235^|^T1236^|^T1237^|^30542459^|^904084^|^1215815^|^1266^|^1280^|^1336^|^20180417^|^20201230^|^1461200001309003249109397810608179^|^B^|^rg^|^MMC^|^20060105^|^1281^|^fo^|^abc^|^96^|^fn^|^MMO
45190331^|^0^|^1^|^1^|^1^|^1^|^ORG^|^1130542490^|^13014659^|^9124701^|^20170511^|^T12^|^T1235^|^T1236^|^T1237^|^30542460^|^904085^|^1215816^|^1267^|^1281^|^1337^|^20180707^|^20201230^|^1461200001309003249109397810608180^|^B^|^rg^|^MMC^|^20080822^|^1282^|^fo^|^adc^|^98^|^fn^|^MMC
45190332^|^0^|^1^|^0^|^1^|^0^|^IND^|^1130542491^|^13014660^|^9124702^|^20170123^|^T12^|^T1235^|^T1236^|^T1237^|^30542461^|^904086^|^1215817^|^1268^|^1282^|^1338^|^20180217^|^20201230^|^1461200001309003249109397810608181^|^RG^|^rg^|^MMC^|^20041108^|^1283^|^fo^|^adc^|^98^|^fn^|^MMC
45190333^|^0^|^0^|^1^|^1^|^1^|^IND^|^1130542492^|^13014661^|^9124703^|^20170326^|^T12^|^T1235^|^T1236^|^T1237^|^30542462^|^904087^|^1215818^|^1269^|^1283^|^1339^|^20180617^|^20201230^|^1461200001309003249109397810608182^|^B^|^rg^|^MMO^|^19980601^|^1284^|^fo^|^abc^|^98^|^fn^|^MMC
45190334^|^1^|^0^|^0^|^1^|^1^|^ORG^|^1130542493^|^13014662^|^9124704^|^20170414^|^T12^|^T1235^|^T1236^|^T1237^|^30542463^|^904088^|^1215819^|^1270^|^1284^|^1340^|^20180718^|^20201230^|^1461200001309003249109397810608183^|^B^|^rg^|^MMC^|^19971129^|^1285^|^fo^|^abc^|^98^|^fn^|^MMC
45190335^|^0^|^1^|^1^|^0^|^0^|^ORG^|^1130542494^|^13014663^|^9124705^|^20170429^|^T12^|^T1235^|^T1236^|^T1237^|^30542464^|^904089^|^1215820^|^1271^|^1285^|^1341^|^20181111^|^20201230^|^1461200001309003249109397810608184^|^B^|^rg^|^MMC^|^19850115^|^1286^|^fo^|^abc^|^96^|^fn^|^MMO
45190336^|^0^|^0^|^0^|^1^|^1^|^IND^|^1130542495^|^13014664^|^9124706^|^20170218^|^T12^|^T1235^|^T1236^|^T1237^|^30542465^|^904090^|^1215821^|^1272^|^1286^|^1342^|^20181107^|^20201230^|^1461200001309003249109397810608185^|^B^|^rg^|^MMO^|^20050504^|^1287^|^fo^|^abc^|^96^|^fn^|^MMO
45190337^|^1^|^1^|^1^|^0^|^0^|^IND^|^1130542496^|^13014665^|^9124707^|^20161202^|^T12^|^T1235^|^T1236^|^T1237^|^30542466^|^904091^|^1215822^|^1273^|^1287^|^1343^|^20181122^|^20201230^|^1461200001309003249109397810608186^|^B^|^rg^|^MMO^|^20110228^|^1288^|^fo^|^adc^|^96^|^fn^|^MMO
45190338^|^1^|^0^|^1^|^1^|^0^|^ORG^|^1130542497^|^13014666^|^9124708^|^20160723^|^T12^|^T1235^|^T1236^|^T1237^|^30542467^|^904092^|^1215823^|^1274^|^1288^|^1344^|^20181128^|^20201230^|^1461200001309003249109397810608187^|^B^|^rg^|^MMC^|^19891115^|^1289^|^fo^|^adc^|^98^|^fn^|^MMO
